stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding
1,10280,Station Henri-Bourassa,45.556109,-73.667452,1
10,10262,Station Sherbrooke,45.518345,-73.568251,2
100006,61396,Sainte-Anne / Sainte-Marie,45.402742,-73.947489,2
100007,61503,Robert / Cluny,45.580406,-73.607774,1
100009,61506,du Bois-de-Boulogne / stationnement,45.541494,-73.689973,2
100010,61507,du Bois-de-Boulogne / stationnement,45.541489,-73.690283,2
100011,61508,Henri-Bourassa / du Bois-de-Boulogne,45.537780,-73.678503,2
100012,61509,Centre communautaire d'Anjou / Centre communautair,45.606310,-73.563542,2
100013,61510,Yves-Prévost / Joseph-Renaud,45.604320,-73.546177,2
100014,61511,Sainte-Catherine / d'Orléans,45.546645,-73.536455,2
100015,61512,Sainte-Catherine / d'Orléans,45.546860,-73.536518,2
100016,61513,Moreau / Adam,45.538432,-73.544233,2
100037,61525,Gare Rivière-des-Prairies,45.661754,-73.537953,1
100042,61529,Henri-Bourassa / 6e avenue,45.617184,-73.593218,1
100043,61530,Henri-Bourassa / 6e Avenue,45.617101,-73.593864,1
100050,61537,Arthur-Fecteau / Roméo-Vachon,45.453611,-73.744596,2
100051,61538,Roméo-Vachon / No 700,45.454459,-73.751327,2
100052,61539,Roméo-Vachon / No 700,45.454115,-73.751274,2
100053,61540,Arthur-Fecteau / Roméo-Vachon,45.453558,-73.744647,2
100054,61541,Mc Millan / No 555,45.453122,-73.740979,2
100055,61542,Henri-Bourassa / Pie IX,45.595517,-73.642552,1
100056,61543,Pie-IX / d'Amos,45.594527,-73.640957,1
100057,61544,Carrefour Henri-Bourassa / Pie-IX,45.596640,-73.643194,1
100058,61545,Carrefour Henri-Bourassa / Pie-IX,45.596806,-73.642472,1
100059,61546,Lacordaire / Gare Saint-Léonard-Montréal-Nord,45.600693,-73.613607,1
100060,61547,Lacordaire / Gare Saint-Léonard-Montréal-Nord,45.600768,-73.613282,1
100062,61549,Station Rosemont (Saint-Denis / Rosemont),45.530882,-73.597834,1
100063,61550,des Futailles / Notre-Dame,45.581131,-73.512412,2
100064,61551,Lafleur / Centrale,45.423313,-73.650700,1
100065,61552,Henri-Bourassa / No 5700,45.517525,-73.716231,2
100066,61553,Villeray / 20e Avenue,45.567264,-73.598291,1
100067,61554,Marc-Cantin / Fernand-Seguin,45.480261,-73.543385,2
100068,61555,Marc-Cantin / Studios Mel's,45.478246,-73.544413,2
100069,61556,Papineau / de Louvain,45.561754,-73.638017,1
100071,61558,Décarie / CUSM,45.471538,-73.602838,1
100072,61559,CUSM,45.472923,-73.601988,1
100073,61561,Station Lionel-Groulx  (Saint-Jacques / Atwater),45.483380,-73.579491,1
100074,61562,Gaétan-Laberge / Gilberte Dubé,45.470180,-73.562393,2
100075,61563,Gaétan-Laberge / Rhéaume,45.467841,-73.562979,2
100076,61564,Station de l'Église / Ross,45.462801,-73.566293,2
100077,61565,Galt / Wellington,45.461857,-73.567243,2
100078,61566,Gaétan-Laberge / de l'Église,45.463063,-73.562438,2
100079,61567,Gaétan-Laberge / Hickson,45.464642,-73.562759,2
100080,61568,Gaétan-Laberge / No 3750,45.465927,-73.562301,2
100081,61569,Gaétan-Laberge / Rhéaume,45.467726,-73.562581,2
100082,61570,Gaétan-Laberge / Gilberte Dubé,45.470242,-73.561907,2
100083,61571,Gaétan-Laberge / No 3750,45.465951,-73.562608,2
100084,61572,Gaétan-Laberge / Hickson,45.464827,-73.563037,2
100085,61573,Saint-Louis / Gohier,45.507229,-73.673297,2
100086,61577,Jean-Talon / De Chateaubriand,45.539628,-73.613506,1
100087,61575,De Chateaubriand / Beaubien,45.535460,-73.603955,2
100088,61574,Saint-Denis / Beaubien,45.534008,-73.604813,2
100089,61578,Fairview / Brunswick,45.462616,-73.837343,2
100092,61579,Rosemont / Chambord,45.537255,-73.592721,1
100094,61581,Sherbrooke / gare Pointe-aux-Trembles,45.675629,-73.502987,1
100095,61582,Sherbrooke / gare Pointe-aux-Trembles,45.675020,-73.502986,1
100096,61583,Pie-IX / Ontario,45.550271,-73.541508,1
100103,61588,Viau / Hochelaga,45.561198,-73.541833,2
100104,61589,Viau / de Rouen,45.560341,-73.539222,2
100105,61590,Viau / Ontario,45.559187,-73.535701,2
100106,61591,Viau / La Fontaine,45.558514,-73.533647,2
100107,61592,Viau / Adam,45.557880,-73.531716,2
100108,61593,Viau / Sainte-Catherine,45.557326,-73.530025,2
100323,50101,Louis-Hippolyte-La Fontaine / Curatteau,45.594058,-73.542634,1
100360,50102,Saint-Jacques / No 6640,45.460511,-73.625831,1
100370,50103,Saint-Jacques / No 6710,45.458946,-73.626973,1
100664,50104,Jean-Talon / Wilderton,45.513581,-73.632259,1
100782,50105,Station Viau,45.560876,-73.547179,1
101260,50106,Saint-Joseph / No 3500,45.552134,-73.566095,1
101291,50107,Viau / de Marseille,45.563712,-73.549051,1
101313,50108,Viau / centre sportif Pierre-Charbonneau,45.563623,-73.549505,1
101341,50109,Louis-Hippolyte-La Fontaine / Fonteneau,45.595253,-73.543647,1
101354,50110,Sherbrooke / Gare Montréal-Ouest,45.454203,-73.641481,1
101391,50111,du Parc / Milton,45.509507,-73.573516,1
101401,50112,du Parc / Prince-Arthur,45.510422,-73.575515,1
101450,50113,Rachel / André-Laurendeau,45.542598,-73.561619,1
101589,50114,Édouard-Montpetit / No 2141,45.508717,-73.614035,1
101641,50115,du Parc / Léo-Pariseau,45.511119,-73.576976,1
101700,50116,Bates / No 240,45.515185,-73.629424,1
101733,50117,Station  Jean-Drapeau,45.511667,-73.532256,1
101882,50118,Industriel / Jean-Sicard,45.651829,-73.517467,2
101904,50119,Sherbrooke / Yves-Thériault,45.678884,-73.501596,1
101914,50120,Sherbrooke / Arthur-Généreux,45.681082,-73.500887,1
101922,50121,Sherbrooke / Arthur-Généreux,45.681187,-73.501012,1
102079,50122,Henri-Bourassa / No 9875,45.645183,-73.551213,1
102212,50123,Sherbrooke / du Parc-La Fontaine,45.521550,-73.565691,1
102292,50124,Gouin / du Ruisseau,45.510483,-73.753399,2
102322,50125,Gouin / Wilfrid-Lazure,45.518952,-73.742992,2
102332,50126,Gouin / Antoine-Berthelet,45.520348,-73.741198,2
102352,50127,Gouin / Albert-Prévost,45.522795,-73.738182,1
102362,50128,Gouin / Toupin,45.524118,-73.736279,1
102364,50129,Gouin / Toupin,45.523831,-73.736460,1
102368,50130,Toupin / Gouin,45.523686,-73.736102,1
102371,50131,de Beauséjour / Gouin,45.524909,-73.734324,1
102372,50132,Gouin / de Beauséjour,45.525126,-73.734468,1
102374,50133,Gouin / de Beauséjour,45.524869,-73.734645,1
102382,50134,Gouin / Olivier,45.525747,-73.732370,1
102384,50135,Gouin / Olivier,45.525705,-73.731987,1
102392,50136,Gouin / Henri-D'Arles,45.526685,-73.730418,1
102394,50137,Gouin / Henri-D'Arles,45.526374,-73.730507,1
102402,50138,Gouin / du Golf,45.527854,-73.728571,1
102404,50139,Gouin / du Golf,45.527490,-73.729165,1
102412,50140,Gouin / de Somerset,45.528800,-73.725537,1
102414,50141,Gouin / de Somerset,45.528576,-73.725786,1
102422,50142,Gouin / Cousineau,45.529320,-73.724040,1
102431,50143,Laurentien / Gouin,45.529650,-73.722972,1
102432,50144,Gouin / Laurentien,45.529877,-73.723209,1
102434,50145,Gouin / Laurentien,45.529282,-73.723776,1
102454,50146,Gouin / Lachapelle,45.530971,-73.721893,1
102458,50147,Lachapelle / Chevalier,45.530837,-73.721322,1
102468,50148,Ranger / Gouin,45.531522,-73.720881,1
102491,50149,Grenet / De Serres,45.531255,-73.718523,1
102492,50150,De Serres / Grenet,45.531603,-73.718828,1
102496,50151,Grenet / Gouin,45.532006,-73.719702,1
102501,50152,Laurentien / Émile-Nelligan (sud),45.527722,-73.719440,1
102513,50153,Lachapelle / Émile-Nelligan,45.529125,-73.718639,1
102521,50154,Grenet / De Mésy,45.530659,-73.717589,1
102523,50155,Grenet / De Mésy,45.530721,-73.717968,1
102524,50156,De Mésy / Grenet,45.530522,-73.717984,1
102532,50157,Gouin / de la Miséricorde,45.533450,-73.717587,1
102534,50158,Gouin / de la Miséricorde,45.533105,-73.717834,1
102541,50159,Laurentien / Périnault,45.526644,-73.716537,1
102555,50160,Gouin / Notre-Dame-des-Anges,45.534210,-73.715879,1
102561,50161,Grenet / Legault,45.529502,-73.715782,1
102563,50162,Grenet / Legault,45.529610,-73.716209,1
102573,50163,Lachapelle / Périnault,45.527471,-73.716057,1
102581,50164,Saint-Évariste / Gouin,45.535469,-73.714627,1
102584,50165,Gouin / Saint-Évariste,45.535391,-73.714834,1
102587,50166,Gouin / Saint-Évariste,45.535515,-73.715061,1
102592,50167,De Salaberry / Lachapelle,45.526622,-73.714290,1
102604,50169,Gouin / de la Capricieuse,45.536339,-73.713634,1
102607,50170,Gouin / Saint-Germain,45.536255,-73.713986,1
102611,50171,Grenet / De Salaberry,45.527567,-73.712734,1
102612,50172,De Salaberry / Grenet,45.527829,-73.712795,1
102613,50173,Grenet / De Salaberry,45.527306,-73.712583,1
102614,50174,De Salaberry / Grenet,45.527465,-73.712955,1
102622,50175,Gouin / Dépatie,45.537531,-73.712055,1
102624,50176,Gouin / de La Minerve,45.537311,-73.712145,1
102630,50177,Grenet / No 11940,45.526654,-73.711563,1
102652,50178,De Salaberry / De Meulles,45.529281,-73.711002,1
102654,50179,De Salaberry / De Meulles,45.528998,-73.711061,1
102672,50180,Gouin / Filion,45.538528,-73.710535,1
102674,50181,Gouin / Filion,45.538404,-73.710462,1
102684,50182,de Louisbourg / Ranger,45.524939,-73.710630,1
102691,50183,Grenet / de Louisbourg,45.525586,-73.709629,1
102693,50184,Grenet / de Louisbourg,45.525677,-73.710026,1
102694,50185,de Louisbourg / Grenet,45.525500,-73.709935,1
102697,50186,de Louisbourg / Grenet,45.525412,-73.710255,1
102702,50187,Gouin / Bohlé,45.540315,-73.708542,1
102704,50188,Gouin / Bohlé,45.540096,-73.708604,1
102712,50189,De Salaberry / Saint-Évariste,45.531526,-73.708222,1
102714,50190,De Salaberry / Saint-Évariste,45.531256,-73.708266,1
102731,50191,Grenet / Ranger,45.524545,-73.707980,1
102733,50192,Grenet / Ranger,45.524672,-73.708450,1
102735,50193,Dudemaine / Grenet,45.524478,-73.707622,1
102736,50194,Dudemaine / Grenet,45.524712,-73.707787,1
102751,50195,O'Brien / De Salaberry,45.532359,-73.706772,1
102752,50196,De Salaberry / O'Brien,45.532575,-73.706884,1
102753,50197,O'Brien / De Salaberry,45.532449,-73.707192,1
102754,50198,De Salaberry / O'Brien,45.532237,-73.707020,1
102762,50199,Gouin / De Poutrincourt,45.541737,-73.706417,1
102764,50200,Gouin / De Poutrincourt,45.541500,-73.706623,1
102772,50201,Dudemaine / Michel-Sarrazin,45.525043,-73.705877,1
102774,50202,Dudemaine / Michel-Sarrazin,45.524854,-73.706052,1
102782,50203,De Salaberry / Guertin,45.534139,-73.704896,1
102784,50204,De Salaberry / Guertin,45.533814,-73.705013,1
102792,50205,Gouin / René-Guénette,45.542432,-73.704963,1
102794,50206,Gouin / Taylor,45.542415,-73.704684,1
102802,50207,Dudemaine / Robert-Giffard,45.526212,-73.703788,1
102804,50208,Dudemaine / Robert-Giffard,45.525994,-73.703845,1
102811,50209,de l'Acadie / Gouin,45.543179,-73.702429,1
102818,50210,de l'Acadie / Gouin,45.543147,-73.702872,1
102822,50211,Dudemaine / Saint-Évariste,45.527605,-73.702026,1
102824,50212,Dudemaine / Saint-Évariste,45.527288,-73.702214,1
102831,50213,O'Brien / Dudemaine,45.528466,-73.700593,1
102832,50214,Dudemaine / O'Brien,45.528691,-73.700645,1
102833,50215,O'Brien / Dudemaine,45.528523,-73.700961,1
102834,50216,Dudemaine / O'Brien,45.528385,-73.700840,1
102842,50217,De Salaberry / De Poutrincourt,45.537654,-73.699964,1
102844,50218,De Salaberry / De Poutrincourt,45.537250,-73.700209,1
102851,50219,de l'Acadie / Viel,45.541786,-73.698460,1
102853,50220,de l'Acadie / Viel,45.541755,-73.698909,1
102858,50221,de l'Acadie / Viel,45.541521,-73.698240,1
102862,50222,Dudemaine / Guertin,45.530163,-73.698779,1
102864,50223,Dudemaine / Guertin,45.529949,-73.698857,1
102871,50224,Valmont / Viel,45.542454,-73.697868,1
102882,50225,De Salaberry / Taylor,45.539199,-73.697723,1
102884,50226,De Salaberry / Taylor,45.538834,-73.697936,1
102895,50227,Dudemaine / Élie-Blanchard,45.531042,-73.697471,1
102902,50228,Dudemaine / Élie-Blanchard,45.531572,-73.696992,1
102911,50229,de l'Acadie / De Salaberry,45.540761,-73.695461,1
102912,50230,De Salaberry / de l'Acadie,45.541066,-73.695609,1
102913,50231,de l'Acadie / De Salaberry,45.540739,-73.696019,1
102917,50232,De Salaberry / Frigon,45.540559,-73.696084,1
102918,50233,de l'Acadie / De Salaberry,45.540262,-73.694745,1
102924,50234,De Salaberry / du Bois-de-Boulogne,45.542653,-73.694251,1
102927,50235,De Salaberry / Desenclaves,45.542410,-73.694659,1
102942,50236,Dudemaine / De Poutrincourt,45.533797,-73.694206,1
102945,50237,Dudemaine / De Poutrincourt,45.533487,-73.694337,1
102952,50238,De Salaberry / Poincaré,45.545348,-73.692775,1
102954,50239,De Salaberry / Poincaré,45.544806,-73.692884,1
102962,50240,Dudemaine / James-Morrice,45.534759,-73.692984,1
102964,50241,Dudemaine / James-Morrice,45.534505,-73.693045,1
102981,50242,de l'Acadie / de Louisbourg,45.539451,-73.691847,1
102983,50243,de l'Acadie / de Louisbourg,45.539374,-73.692395,1
102992,50244,Dudemaine / Pasteur,45.536605,-73.690646,1
102994,50245,Dudemaine / Pasteur,45.536361,-73.690694,1
103001,50246,de l'Acadie / Dudemaine,45.537897,-73.688524,1
103002,50247,Dudemaine / de l'Acadie,45.538121,-73.688723,1
103004,50248,Dudemaine / de l'Acadie,45.537699,-73.688997,1
103008,50249,de l'Acadie / Dudemaine,45.537578,-73.688446,1
103017,50250,Dudemaine / Laforest,45.540236,-73.687328,1
103021,50251,de l'Acadie / Charles-Gill,45.535821,-73.683951,1
103023,50252,de l'Acadie / Charles-Gill,45.535804,-73.684540,1
103032,50253,Gouin / Tanguay,45.547481,-73.683556,1
103034,50254,Gouin / Tanguay,45.547432,-73.683825,1
103041,50255,du Bois-de-Boulogne / Marie-Rollet,45.539297,-73.682855,1
103043,50256,du Bois-de-Boulogne / Marie-Rollet,45.539345,-73.683340,1
103052,50257,Gouin / Jeanne-Mance,45.548002,-73.680556,1
103054,50258,Gouin / Jeanne-Mance,45.547776,-73.680995,1
103061,50259,de l'Acadie / Henri-Bourassa,45.534285,-73.680542,1
103062,50260,Henri-Bourassa / de l'Acadie,45.534612,-73.680928,1
103063,50261,de l'Acadie / Henri-Bourassa,45.534302,-73.681229,1
103064,50262,Henri-Bourassa / de l'Acadie,45.533999,-73.680867,1
103065,50263,Henri-Bourassa / de l'Acadie,45.534557,-73.680518,1
103072,50264,Henri-Bourassa / Marcelin-Wilson,45.536506,-73.679716,1
103074,50265,Henri-Bourassa / Marcelin-Wilson,45.536074,-73.679577,1
103082,50266,Gouin / Meunier,45.548689,-73.678500,1
103084,50267,Gouin / Meunier,45.548512,-73.678792,1
103092,50268,Henri-Bourassa / du Bois-de-Boulogne,45.538176,-73.678668,1
103093,50269,du Bois-de-Boulogne / Henri-Bourassa,45.538061,-73.679216,1
103095,50270,Henri-Bourassa / du Bois-de-Boulogne,45.538639,-73.677965,1
103097,58614,Henri-Bourassa / du Bois-de-Boulogne,45.537762,-73.678923,2
103102,50271,Gouin / Waverly,45.549708,-73.676818,1
103104,50272,Gouin / Waverly,45.549520,-73.677011,1
103113,50273,de l'Acadie / Persillier,45.534095,-73.673923,1
103132,50274,Gouin / Clark,45.550819,-73.675208,1
103134,50275,Gouin / Clark,45.550546,-73.675455,1
103141,50276,Meilleur / Henri-Bourassa,45.543293,-73.674850,1
103142,50277,Henri-Bourassa / Meilleur,45.543588,-73.675332,1
103144,50278,Henri-Bourassa / Meilleur,45.542645,-73.675518,1
103152,50279,Henri-Bourassa / Tanguay,45.544659,-73.674593,1
103154,50280,Henri-Bourassa / Tanguay,45.544329,-73.674396,1
103161,50281,Saint-Laurent / Gouin,45.551254,-73.673673,1
103168,50282,Saint-Laurent / Gouin,45.551173,-73.673997,1
103172,50283,Henri-Bourassa / Jeanne-Mance,45.545824,-73.673856,1
103174,50284,Henri-Bourassa / Jeanne-Mance,45.545470,-73.673667,1
103182,50285,Henri-Bourassa / Meunier,45.547011,-73.673124,1
103184,50286,Henri-Bourassa / Meunier,45.546681,-73.672917,1
103202,50287,Henri-Bourassa / Waverly,45.548317,-73.672330,1
103204,50288,Henri-Bourassa / Waverly,45.547990,-73.672118,1
103211,50289,Meilleur / Prieur,45.542429,-73.672049,1
103223,50290,Hogue / Prieur,45.543002,-73.672065,1
103233,50291,Saint-Laurent / Lighthall,45.550543,-73.671906,1
103241,50292,de l'Acadie / du Liban,45.534967,-73.670995,1
103243,50293,de l'Acadie / Olivier-Berthelet,45.534609,-73.671539,1
103261,50294,Saint-Laurent / Henri-Bourassa,45.550331,-73.670602,1
103262,50295,Henri-Bourassa / Saint-Laurent,45.550563,-73.670989,1
103264,50296,Henri-Bourassa / Saint-Laurent,45.550149,-73.670827,1
103265,50297,Henri-Bourassa / Saint-Laurent,45.550605,-73.670562,1
103268,50298,Saint-Laurent / Henri-Bourassa,45.550090,-73.670421,1
103282,50299,Henri-Bourassa / Laverdure,45.552234,-73.670010,1
103284,50300,Henri-Bourassa / Laverdure,45.551818,-73.669837,1
103302,50301,Station Henri-Bourassa / Saint-Denis,45.553899,-73.669150,1
103312,50302,Fleury / Hogue,45.541840,-73.669050,1
103324,50303,Station Henri-Bourassa Ouest / Berri,45.554262,-73.668563,1
103328,50304,Station Henri-Bourassa Ouest / Berri,45.554130,-73.667669,1
103341,50305,Station Henri-Bourassa / Lajeunesse (descente),45.555102,-73.667558,1
103342,50306,Station Henri-Bourassa Nord / Lajeunesse,45.555555,-73.668223,1
103345,50307,Station Henri-Bourassa Sud / Millen,45.556117,-73.667485,1
103351,50308,Meilleur / du Mont-Cassin,45.540944,-73.667963,1
103361,50309,Saint-Laurent / Prieur,45.549468,-73.667752,1
103363,50310,Saint-Laurent / Prieur,45.549408,-73.668153,1
103372,50311,Fleury / Jeanne-Mance,45.543895,-73.667756,1
103384,50313,Station Henri-Bourassa / Terminus,45.556036,-73.667115,1
103386,50314,Station Henri-Bourassa (Millen / Henri-Bourassa),45.556953,-73.668029,1
103395,50315,Fleury / Tolhurst,45.544413,-73.667275,1
103402,50316,Henri-Bourassa / Saint-Hubert,45.558513,-73.667278,1
103405,50317,Henri-Bourassa / Saint-Hubert,45.558617,-73.666727,1
103408,50318,Saint-Hubert / Henri-Bourassa,45.558125,-73.666607,1
103412,50319,Fleury / de l'Esplanade,45.545814,-73.666590,1
103414,50320,Fleury / de l'Esplanade,45.545584,-73.666575,1
103434,50321,Henri-Bourassa / Georges-Baril,45.560217,-73.665603,1
103442,50322,Fleury / Saint-Urbain,45.547077,-73.665840,1
103444,50323,Fleury / Saint-Urbain,45.546844,-73.665827,1
103451,50324,de l'Acadie / Sauvé,45.535741,-73.665271,1
103452,50325,Sauvé / de l'Acadie,45.535882,-73.665750,1
103453,50326,de l'Acadie / Sauvé,45.535541,-73.665998,1
103455,50328,Sauvé / de l'Acadie,45.536011,-73.665364,1
103456,50329,de l'Acadie / Sauvé,45.535777,-73.666361,1
103457,50330,Sauvé / de l'Acadie,45.535195,-73.665883,1
103458,50331,de l'Acadie / de Port-Royal,45.535418,-73.664654,2
103463,50332,Berri / Prieur,45.553544,-73.665642,1
103472,50333,Henri-Bourassa / De La Roche,45.561225,-73.665374,1
103481,50334,Lajeunesse / Prieur,45.554314,-73.664845,1
103494,50335,Henri-Bourassa / Chambord,45.561525,-73.664681,1
103501,50336,Saint-Laurent / Fleury,45.548539,-73.664678,1
103502,50337,Fleury / Saint-Laurent,45.548672,-73.664879,1
103503,50338,Saint-Laurent / Fleury,45.548478,-73.665086,1
103504,50339,Fleury / Saint-Laurent,45.548347,-73.664906,1
103511,50340,Meilleur / Sauvé,45.540138,-73.663956,1
103512,50341,Sauvé / Meilleur,45.540450,-73.664312,1
103515,50342,Sauvé / Meilleur,45.540662,-73.663885,1
103518,50343,Meilleur / Sauvé,45.539972,-73.663787,1
103521,50344,Saint-Hubert / Prieur,45.557233,-73.663108,1
103523,50345,Saint-Hubert / Prieur,45.557205,-73.663470,2
103532,50346,Sauvé / Verville,45.541678,-73.663466,1
103542,50347,Fleury / D'Auteuil,45.551285,-73.663282,1
103544,50348,Fleury / D'Auteuil,45.550938,-73.663306,1
103551,50349,Christophe-Colomb / Henri-Bourassa,45.562482,-73.661701,1
103552,50350,Henri-Bourassa / Christophe-Colomb,45.562812,-73.662532,1
103554,50351,Henri-Bourassa / Christophe-Colomb,45.562444,-73.662481,1
103562,50353,Sauvé / Tolhurst,45.542853,-73.662790,1
103564,50354,Sauvé / Tolhurst,45.542611,-73.662738,1
103571,50355,Saint-Laurent / Sauriol,45.547823,-73.662316,1
103573,50356,Saint-Laurent / Sauriol,45.547763,-73.662715,1
103582,50357,Fleury / Lajeunesse,45.553118,-73.662190,1
103583,50358,Berri / Fleury,45.552655,-73.662566,1
103584,50359,Fleury / Berri,45.552508,-73.662360,1
103591,50360,Lajeunesse / Fleury,45.553330,-73.661464,1
103601,50361,Charles-De La Tour / de Louvain,45.531899,-73.661976,1
103602,50362,de Louvain / Charles-De La Tour,45.532136,-73.662152,1
103612,50363,Henri-Bourassa / Hamel,45.564220,-73.661696,1
103614,50364,Henri-Bourassa / Hamel,45.563849,-73.661440,1
103622,50365,Sauvé / de l'Esplanade,45.544295,-73.661585,1
103632,50366,Henri-Bourassa / Francis,45.565563,-73.661030,1
103634,50367,Henri-Bourassa / Francis,45.565205,-73.660756,1
103642,50368,Fleury / Millen,45.555024,-73.661069,1
103644,50369,Fleury / Millen,45.554633,-73.661110,1
103654,50370,Sauvé / Waverly,45.544295,-73.661404,1
103661,50371,Meilleur / de Port-Royal,45.539319,-73.661048,1
103663,50372,Meilleur / de Port-Royal,45.539276,-73.661396,2
103672,50373,Sauvé / Saint-Urbain,45.545528,-73.660860,1
103691,50374,Christophe-Colomb / Prieur,45.562061,-73.660258,1
103693,50375,Christophe-Colomb / Prieur,45.562019,-73.660653,2
103704,50376,Gouin / Séguin,45.572119,-73.659906,1
103711,50377,Station De la Savane (Décarie / de Sorel),45.500243,-73.661726,1
103723,50378,de l'Acadie / de Louvain,45.534388,-73.660987,1
103724,50379,de Louvain / de l'Acadie,45.533597,-73.661093,1
103726,50380,de l'Acadie / de Louvain,45.534691,-73.661144,1
103727,50381,de Louvain / de l'Acadie,45.533785,-73.661166,1
103734,50382,Sauvé / Clark,45.545969,-73.660436,2
103741,50383,Saint-Hubert / Fleury,45.556329,-73.660022,1
103742,50384,Fleury / Saint-Hubert,45.556566,-73.660161,1
103743,50385,Saint-Hubert / Fleury,45.556317,-73.660431,1
103744,50386,Fleury / Saint-Hubert,45.556184,-73.660199,1
103752,50387,Henri-Bourassa / du Fort-Lorette,45.567825,-73.659922,1
103754,50388,Henri-Bourassa / du Fort-Lorette,45.567499,-73.659641,1
103768,50389,De Saint-Firmin / Gouin,45.573533,-73.658648,1
103771,50390,Saint-Laurent / Sauvé,45.546952,-73.659487,1
103772,50391,Sauvé / Saint-Laurent,45.547129,-73.659863,1
103773,50392,Saint-Laurent / Sauvé,45.546953,-73.660089,1
103775,50393,Sauvé / Grande Allée,45.547425,-73.659353,1
103783,50394,Berri / Sauriol,45.551756,-73.659457,1
103792,50395,Fleury / Georges-Baril,45.558504,-73.659019,1
103794,50396,Fleury / Georges-Baril,45.558276,-73.658966,1
103800,50397,Royalmount / Biotech,45.486602,-73.675424,1
103803,50398,Station de la Savane (Décarie / Royalmount),45.498837,-73.660885,1
103811,50399,Papineau / Henri-Bourassa,45.570240,-73.658096,1
103814,50400,Henri-Bourassa / Papineau,45.569476,-73.658639,1
103816,50401,Papineau / Henri-Bourassa,45.570725,-73.659106,1
103821,50402,Lajeunesse / Sauriol,45.552517,-73.658663,1
103832,50403,Sauvé / Laverdure,45.548800,-73.658779,1
103834,50404,Sauvé / Laverdure,45.548454,-73.658713,1
103848,50405,Meilleur / de Louvain,45.538289,-73.658149,1
103852,50406,Fleury / Chambord,45.559879,-73.658215,1
103854,50407,Fleury / Chambord,45.559613,-73.658182,1
103862,50408,Henri-Bourassa / Séguin,45.571551,-73.658032,1
103864,50409,Henri-Bourassa / Séguin,45.571133,-73.657785,1
103871,50410,Décarie / de la Savane,45.498845,-73.659552,1
103881,50411,Charles-De La Tour / Chabanel,45.530877,-73.658471,1
103883,50412,Charles-De La Tour / Chabanel,45.530848,-73.658823,1
103892,50413,Henri-Bourassa / De Saint-Firmin,45.573080,-73.657268,1
103893,50414,De Saint-Firmin / Henri-Bourassa,45.572969,-73.657448,1
103894,50415,Henri-Bourassa / De Saint-Firmin,45.572635,-73.657032,1
103901,50416,Christophe-Colomb / Fleury,45.561153,-73.657151,1
103902,50417,Fleury / Christophe-Colomb,45.561288,-73.657380,1
103903,50418,Christophe-Colomb / Fleury,45.561119,-73.657573,1
103904,50419,Fleury / Christophe-Colomb,45.560954,-73.657389,1
103911,50420,Saint-Hubert / Sauriol,45.555438,-73.656974,1
103913,50421,Saint-Hubert / Sauriol,45.555401,-73.657312,1
103921,50422,Saint-Laurent / de Port-Royal,45.546218,-73.656949,1
103923,50423,Saint-Laurent / de Port-Royal,45.546176,-73.657432,1
103932,50424,Fleury / Hamel,45.562665,-73.656564,1
103934,50425,Fleury / Hamel,45.562399,-73.656533,1
103940,50426,Chabanel / de l'Acadie,45.533790,-73.656754,1
103943,50427,de l'Acadie / Chabanel,45.533390,-73.657604,1
103946,50428,de l'Acadie / Chabanel,45.533700,-73.657720,1
103962,50429,Henri-Bourassa / Parthenais,45.575181,-73.655938,1
103964,50430,Henri-Bourassa / Parthenais,45.574751,-73.655773,1
103981,50431,Papineau / Prieur,45.569139,-73.655548,1
103992,50433,Fleury / Francis,45.564000,-73.655774,1
103994,50434,Fleury / Francis,45.563746,-73.655734,1
104001,50435,Décarie / Ferrier,45.497554,-73.657485,1
104003,50436,Décarie / Ferrier,45.497236,-73.658362,1
104013,50437,Station Sauvé Nord (Berri / Sauvé),45.550862,-73.656363,1
104014,50438,Station Sauvé Sud (Sauvé / Berri),45.550476,-73.656161,1
104017,50439,Station Sauvé Nord (Sauvé / Berri),45.550577,-73.656445,1
104018,50440,Station Sauvé Sud (Sauvé / Berri),45.550643,-73.655392,1
104021,50441,Station Sauvé Sud (Lajeunesse / Sauvé),45.551528,-73.655261,1
104022,50442,Sauvé / Lajeunesse,45.551695,-73.655548,1
104024,50443,Sauvé / Lajeunesse,45.551378,-73.655427,1
104032,50444,Henri-Bourassa / de Lille,45.576966,-73.654579,1
104034,50445,Henri-Bourassa / de Lille,45.576530,-73.654420,1
104042,50446,Sauvé / Millen,45.553230,-73.654921,1
104044,50447,Sauvé / Millen,45.552881,-73.654937,1
104054,50448,Chabanel / Meilleur (gare Chabanel),45.537321,-73.655132,1
104056,50449,Meilleur / Chabanel,45.537700,-73.655658,1
104057,50450,Chabanel / Meilleur (gare Chabanel),45.537280,-73.655461,1
104058,50451,Meilleur / No 9200,45.537088,-73.653918,1
104062,50452,Fleury / Garnier,45.566417,-73.654436,1
104071,50453,Charles-De La Tour / Legendre,45.529831,-73.654886,1
104073,50454,Charles-De La Tour / Legendre,45.529832,-73.655320,1
104083,50455,Saint-Laurent / Garage Legendre,45.545490,-73.655050,1
104084,50456,de Louvain / Saint-Laurent,45.545101,-73.654892,1
