idFeuillet;idPersonne;mtmx;mtmy;SRDOMI;nbPersLogi;facteurPersonne;facteurLogement;age;permis;statut;sexe;SRIDU
69957;69957 1;294574;5036578;4620099;4;21.1;16.92;41;1;1;1;4620099.00
69957;69957 2;294574;5036578;4620099;4;15.84;16.92;47;1;1;2;4620099.00
69957;69957 3;294574;5036578;4620099;4;18.3;16.92;14;5;3;2;4620099.00
69957;69957 4;294574;5036578;4620099;4;14.08;16.92;12;5;3;1;4620099.00
69966;69966 1;295680;5048896;4620259;1;23.43;23.45;40;1;1;1;4620259.00
69972;69972 1;301740;5044491;4620022;4;31.26;33.15;38;1;1;2;4620022.00
69972;69972 2;301740;5044491;4620022;4;33.73;33.15;19;2;1;1;4620022.00
69972;69972 3;301740;5044491;4620022;4;27.73;33.15;16;2;3;2;4620022.00
69972;69972 4;301740;5044491;4620022;4;27.73;33.15;16;2;3;2;4620022.00
69977;69977 1;295236;5044928;4620235;3;29.55;27.2;28;1;1;2;4620235.00
69977;69977 2;295236;5044928;4620235;3;33.05;27.2;27;1;1;1;4620235.00
69977;69977 3;295236;5044928;4620235;3;27.29;27.2;2;5;6;2;4620235.00
69981;69981 1;301878;5051856;4620193;2;18.6;20.63;54;1;4;1;4620193.00
69981;69981 2;301878;5051856;4620193;2;19.92;20.63;50;1;1;2;4620193.00
69990;69990 1;290302;5045301;4620281;1;30.18;29.31;88;2;4;1;4620281.00
69996;69996 1;297574;5037814;4620350;4;54.02;47.85;31;1;1;2;4620350.00
69996;69996 2;297574;5037814;4620350;4;55.53;47.85;27;1;1;1;4620350.00
69996;69996 3;297574;5037814;4620350;4;47;47.85;4;5;6;2;4620350.00
69996;69996 4;297574;5037814;4620350;4;47;47.85;0;5;6;2;4620350.00
70011;70011 1;295803;5047118;4620256;6;26.45;22.85;46;1;4;1;4620256.00
70011;70011 2;295803;5047118;4620256;6;31.63;22.85;21;1;2;1;4620256.00
70011;70011 3;295803;5047118;4620256;6;21.98;22.85;19;1;3;1;4620256.00
70011;70011 4;295803;5047118;4620256;6;22.54;22.85;22;2;1;2;4620256.00
70011;70011 5;295803;5047118;4620256;6;21.68;22.85;51;1;1;2;4620256.00
70011;70011 6;295803;5047118;4620256;6;31.63;22.85;21;1;1;1;4620256.00
70016;70016 1;299237;5043738;4620148;4;28.41;25.42;30;1;7;1;4620148.00
70016;70016 2;299237;5043738;4620148;4;23.45;25.42;32;1;7;2;4620148.00
70016;70016 3;299237;5043738;4620148;4;24.61;25.42;7;5;3;2;4620148.00
70016;70016 4;299237;5043738;4620148;4;25.1;25.42;3;5;6;2;4620148.00
70019;70019 1;291236;5045237;4620281;1;23.01;25.84;51;1;1;2;4620281.00
70033;70033 1;294204;5044465;4620225;2;32.48;25.66;40;2;1;1;4620225.00
70033;70033 2;294204;5044465;4620225;2;22.75;25.66;30;1;3;2;4620225.00
70038;70038 1;294416;5040541;4620122;3;30.86;31.1;37;1;1;2;4620122.00
70038;70038 2;294416;5040541;4620122;3;25.72;31.1;17;2;3;2;4620122.00
70038;70038 3;294416;5040541;4620122;3;29.03;31.1;37;1;1;1;4620122.00
70069;70069 1;297631;5041818;4620363;1;17.05;27.14;65;1;4;2;4620363.00
70077;70077 1;289740;5044133;4620283.02;2;25.54;28.72;31;1;1;2;4620283.02
70077;70077 2;289740;5044133;4620283.02;2;30.3;28.72;32;1;1;1;4620283.02
70093;70093 1;298084;5044464;4620179;1;23.73;27.03;54;1;1;1;4620179.00
70101;70101 1;297464;5047553;4620254;8;24.04;24.84;37;2;7;2;4620254.00
70101;70101 2;297464;5047553;4620254;8;24.82;24.84;40;1;1;1;4620254.00
70101;70101 3;297464;5047553;4620254;8;28.75;24.84;45;2;5;1;4620254.00
70101;70101 4;297464;5047553;4620254;8;27.57;24.84;31;1;5;1;4620254.00
70101;70101 5;297464;5047553;4620254;8;24.77;24.84;13;5;3;1;4620254.00
70101;70101 6;297464;5047553;4620254;8;29.41;24.84;8;5;3;1;4620254.00
70101;70101 7;297464;5047553;4620254;8;23.14;24.84;1;5;6;1;4620254.00
70101;70101 8;297464;5047553;4620254;8;23.14;24.84;1;5;6;1;4620254.00
70129;70129 1;301998;5048100;4620010;1;24.93;25.82;50;2;1;2;4620010.00
70136;70136 1;293614;5036413;4620100;1;22.34;27.94;65;2;1;1;4620100.00
70143;70143 1;297642;5046082;4620202;1;26.59;27.03;54;1;1;2;4620202.00
70144;70144 1;294566;5038014;4620111;1;40.17;35.06;33;1;1;1;4620111.00
70161;70161 1;298402;5045228;4620180;1;28.58;34.29;19;2;1;1;4620180.00
70163;70163 1;299394;5043937;4620151;4;21.72;25.64;36;1;1;2;4620151.00
70163;70163 2;299394;5043937;4620151;4;18.52;25.64;15;5;3;2;4620151.00
70163;70163 3;299394;5043937;4620151;4;23.31;25.64;13;5;3;1;4620151.00
70163;70163 4;299394;5043937;4620151;4;23.31;25.64;11;5;3;1;4620151.00
70171;70171 1;292357;5035539;4620381;1;30.66;28.09;57;1;4;2;4620381.00
70180;70180 1;291618;5044747;4620280;1;22.19;25.84;61;1;1;2;4620280.00
70187;70187 1;293755;5036094;4620100;3;21.99;24.71;57;1;7;2;4620100.00
70187;70187 2;293755;5036094;4620100;3;25.99;24.71;34;1;1;2;4620100.00
70187;70187 3;293755;5036094;4620100;3;27.01;24.71;4;5;3;1;4620100.00
70198;70198 1;295198;5037577;4620106;3;25.99;24.71;33;1;1;2;4620106.00
70198;70198 2;295198;5037577;4620106;3;31.12;24.71;29;1;3;1;4620106.00
70198;70198 3;295198;5037577;4620106;3;27.01;24.71;4;5;6;1;4620106.00
70199;70199 1;297109;5043961;4620210;5;22.06;24.2;30;1;7;1;4620210.00
70199;70199 2;297109;5043961;4620210;5;21.45;24.2;32;1;1;2;4620210.00
70199;70199 3;297109;5043961;4620210;5;28.96;24.2;8;5;3;2;4620210.00
70199;70199 4;297109;5043961;4620210;5;19.96;24.2;4;5;3;1;4620210.00
70199;70199 5;297109;5043961;4620210;5;19.96;24.2;4;5;3;1;4620210.00
70230;70230 1;296037;5043766;4620218;2;19.65;19.57;63;1;4;1;4620218.00
70230;70230 2;296037;5043766;4620218;2;14.76;19.57;52;1;1;2;4620218.00
70240;70240 1;296560;5044551;4620213;3;33.05;27.2;29;1;1;1;4620213.00
70240;70240 2;296560;5044551;4620213;3;24.38;27.2;36;2;3;2;4620213.00
70240;70240 3;296560;5044551;4620213;3;33.37;27.2;9;5;3;1;4620213.00
70242;70242 1;292875;5040033;4620120;1;28.63;27.57;72;2;1;2;4620120.00
70243;70243 1;295685;5037360;4620107;3;27.59;24.71;42;1;7;2;4620107.00
70243;70243 2;295685;5037360;4620107;3;22.23;24.71;17;1;3;1;4620107.00
70243;70243 3;295685;5037360;4620107;3;26.72;24.71;12;5;3;2;4620107.00
70256;70256 1;300499;5044894;4620031;1;30.61;26.2;48;1;1;1;4620031.00
70258;70258 1;294258;5038977;4620112.02;2;34.8;30.37;32;1;1;1;4620112.02
70258;70258 2;294258;5038977;4620112.02;2;35.14;30.37;29;2;3;2;4620112.02
70262;70262 1;298336;5037659;4620079;2;14.67;17.64;60;1;1;1;4620079.00
70262;70262 2;298336;5037659;4620079;2;13.7;17.64;59;1;2;2;4620079.00
70273;70273 1;295247;5041398;4620125;2;32.45;30.37;22;1;3;2;4620125.00
70273;70273 2;295247;5041398;4620125;2;32.45;30.37;22;1;3;2;4620125.00
70274;70274 1;294074;5046440;4620264.01;4;23.47;26.39;32;1;1;2;4620264.01
70274;70274 2;294074;5046440;4620264.01;4;30.75;26.39;35;2;1;1;4620264.01
70274;70274 3;294074;5046440;4620264.01;4;27.02;26.39;8;5;3;1;4620264.01
70274;70274 4;294074;5046440;4620264.01;4;28.33;26.39;3;5;6;1;4620264.01
70282;70282 1;295099;5039996;4620127.01;1;28.63;27.57;73;2;4;2;4620127.01
70309;70309 1;292150;5047378;4620277;1;32.94;29.31;75;2;4;2;4620277.00
70314;70314 1;300256;5043768;4620035;1;27.5;33.16;32;1;1;1;4620035.00
70347;70347 1;293777;5045440;4620265;1;32.39;25.84;47;1;1;1;4620265.00
70357;70357 1;297591;5034010;4620090;8;30.3;29.02;50;1;1;1;4620090.00
70357;70357 2;297591;5034010;4620090;8;30.28;29.02;42;1;3;2;4620090.00
70357;70357 3;297591;5034010;4620090;8;24.98;29.02;15;2;3;2;4620090.00
70357;70357 4;297591;5034010;4620090;8;24.13;29.02;15;2;3;1;4620090.00
70357;70357 5;297591;5034010;4620090;8;24.98;29.02;17;2;3;2;4620090.00
70357;70357 6;297591;5034010;4620090;8;38.07;29.02;14;5;3;1;4620090.00
70357;70357 7;297591;5034010;4620090;8;46.65;29.02;8;5;3;1;4620090.00
70357;70357 8;297591;5034010;4620090;8;46.65;29.02;6;5;3;1;4620090.00
70380;70380 1;295264;5036255;4620097.01;3;22.71;20.34;42;1;1;2;4620097.01
70380;70380 2;295264;5036255;4620097.01;3;25.36;20.34;43;1;1;1;4620097.01
70380;70380 3;295264;5036255;4620097.01;3;17.29;20.34;16;2;3;2;4620097.01
70388;70388 1;299188;5042520;4620144;1;27.64;27.55;48;1;1;1;4620144.00
70402;70402 1;300817;5047811;4620013;1;32.77;28.63;77;2;4;2;4620013.00
70416;70416 1;292884;5042379;4620404;1;25.66;22.04;60;1;4;2;4620404.00
70427;70427 1;296906;5042824;4620170;3;33.06;28.4;28;1;2;2;4620170.00
70427;70427 2;296906;5042824;4620170;3;31.74;28.4;34;1;1;1;4620170.00
70427;70427 3;296906;5042824;4620170;3;28.04;28.4;2;5;6;2;4620170.00
70429;70429 1;300577;5045151;4620031;1;24.27;26.2;42;1;1;2;4620031.00
70434;70434 1;291427;5045955;4620279;5;27.86;26.39;43;1;7;2;4620279.00
70434;70434 2;291427;5045955;4620279;5;27.86;26.39;44;1;1;2;4620279.00
70434;70434 3;291427;5045955;4620279;5;18.55;26.39;18;2;3;1;4620279.00
70434;70434 4;291427;5045955;4620279;5;18.55;26.39;15;5;3;1;4620279.00
70434;70434 5;291427;5045955;4620279;5;25.18;26.39;13;5;3;2;4620279.00
70442;70442 1;302124;5046178;4620015;2;28.21;30.45;40;1;1;2;4620015.00
70442;70442 2;302124;5046178;4620015;2;34.04;30.45;8;5;3;2;4620015.00
70443;70443 1;293799;5036070;4620100;4;16.92;16.92;48;1;1;1;4620100.00
70443;70443 2;293799;5036070;4620100;4;18.89;16.92;44;1;7;2;4620100.00
70443;70443 3;293799;5036070;4620100;4;20.53;16.92;7;5;3;1;4620100.00
70443;70443 4;293799;5036070;4620100;4;18.82;16.92;0;5;6;2;4620100.00
70450;70450 1;298163;5045712;4620202;2;26.37;19.94;41;1;1;2;4620202.00
70450;70450 2;298163;5045712;4620202;2;26.06;19.94;41;1;1;1;4620202.00
70473;70473 1;295387;5044158;4620232;1;38.09;32.22;81;1;4;1;4620232.00
70474;70474 1;296591;5037151;4620095;4;35.16;28.2;41;1;1;1;4620095.00
70474;70474 2;296591;5037151;4620095;4;24.76;28.2;35;1;1;2;4620095.00
70474;70474 3;296591;5037151;4620095;4;30.5;28.2;10;5;3;2;4620095.00
70474;70474 4;296591;5037151;4620095;4;34.22;28.2;8;5;3;1;4620095.00
70482;70482 1;297805;5038297;4620351;1;33.62;24.59;59;2;4;1;4620351.00
70498;70498 1;301186;5048657;4620191;1;22.51;28.63;65;2;4;2;4620191.00
70500;70500 1;295462;5039566;4620127.01;1;28.63;27.57;83;2;4;2;4620127.01
70543;70543 1;298976;5047926;4620197;2;18.01;18.21;73;2;4;2;4620197.00
70543;70543 2;298976;5047926;4620197;2;20.29;18.21;76;1;4;1;4620197.00
70548;70548 1;292766;5048206;4620276;1;24.92;25.84;58;1;1;2;4620276.00
70554;70554 1;301668;5051908;4620193;2;29.44;27.24;29;1;1;2;4620193.00
70554;70554 2;301668;5051908;4620193;2;25.07;27.24;31;1;1;1;4620193.00
70557;70557 1;297478;5034906;4620089;3;38.48;30.73;45;1;1;1;4620089.00
70557;70557 2;297478;5034906;4620089;3;32.06;30.73;41;1;1;2;4620089.00
70557;70557 3;297478;5034906;4620089;3;25.55;30.73;17;1;3;1;4620089.00
70591;70591 1;294891;5042484;4620400;5;31.72;24.95;26;1;3;2;4620400.00
70591;70591 2;294891;5042484;4620400;5;31.72;24.95;20;1;3;2;4620400.00
70591;70591 3;294891;5042484;4620400;5;34.85;24.95;24;1;1;1;4620400.00
70591;70591 4;294891;5042484;4620400;5;22.6;24.95;46;2;7;2;4620400.00
70591;70591 5;294891;5042484;4620400;5;25.63;24.95;55;1;1;1;4620400.00
70606;70606 1;294601;5036893;4620102;2;36.58;29.34;44;1;1;1;4620102.00
70606;70606 2;294601;5036893;4620102;2;33.88;29.34;33;1;1;1;4620102.00
70641;70641 1;297158;5045800;4620203;2;19.62;19.94;50;1;1;2;4620203.00
70641;70641 2;297158;5045800;4620203;2;20.28;19.94;48;1;1;2;4620203.00
70654;70654 1;303229;5050152;4620008;1;22.51;28.63;65;1;4;2;4620008.00
70680;70680 1;288259;5043070;4620285;4;27.57;19.07;24;2;7;1;4620285.00
70680;70680 2;288259;5043070;4620285;4;13.4;19.07;18;2;3;1;4620285.00
70680;70680 3;288259;5043070;4620285;4;14.99;19.07;68;1;7;1;4620285.00
70680;70680 4;288259;5043070;4620285;4;21.07;19.07;46;2;7;2;4620285.00
70688;70688 1;297519;5036788;4620084;1;29.09;28.46;80;1;4;1;4620084.00
70695;70695 1;299140;5046021;4620185;2;17.45;18.21;68;1;4;2;4620185.00
70695;70695 2;299140;5046021;4620185;2;20.29;18.21;71;1;4;1;4620185.00
70706;70706 1;299443;5037541;4620075;1;26.27;25.18;40;2;5;2;4620075.00
70716;70716 1;295444;5039978;4620127.01;1;28.63;27.57;84;2;4;2;4620127.01
70735;70735 1;294593;5043327;4620224;8;23.22;30.7;17;2;3;2;4620224.00
70735;70735 2;294593;5043327;4620224;8;36.42;30.7;45;1;1;1;4620224.00
70735;70735 3;294593;5043327;4620224;8;29.88;30.7;40;2;7;2;4620224.00
70735;70735 4;294593;5043327;4620224;8;40.34;30.7;20;1;1;1;4620224.00
70735;70735 5;294593;5043327;4620224;8;27.1;30.7;15;5;3;1;4620224.00
70735;70735 6;294593;5043327;4620224;8;34.79;30.7;14;5;3;1;4620224.00
70735;70735 7;294593;5043327;4620224;8;32.49;30.7;10;5;3;2;4620224.00
70735;70735 8;294593;5043327;4620224;8;25.32;30.7;3;5;6;1;4620224.00
70744;70744 1;294052;5047656;4620263;1;21.63;21.16;70;2;4;2;4620263.00
70788;70788 1;295875;5044364;4620233;1;39.56;35.8;35;1;1;1;4620233.00
70817;70817 1;293014;5040108;4620120;1;34.49;35.06;33;1;1;2;4620120.00
70833;70833 1;297817;5046630;4620201;2;14.51;16.85;58;2;4;2;4620201.00
70833;70833 2;297817;5046630;4620201;2;14.82;16.85;68;2;4;1;4620201.00
70835;70835 1;303219;5051404;4620002;5;17.68;18.31;50;2;5;2;4620002.00
70835;70835 2;303219;5051404;4620002;5;16.5;18.31;50;1;1;1;4620002.00
70835;70835 3;303219;5051404;4620002;5;19.98;18.31;11;5;3;2;4620002.00
70835;70835 4;303219;5051404;4620002;5;17.72;18.31;9;5;3;1;4620002.00
70835;70835 5;303219;5051404;4620002;5;19.65;18.31;8;5;3;2;4620002.00
70876;70876 1;298390;5043850;4620176;1;24.37;27.55;50;1;1;2;4620176.00
70877;70877 1;301051;5045531;4620029;2;25.94;20.81;46;1;4;2;4620029.00
70877;70877 2;301051;5045531;4620029;2;18.27;20.81;50;1;4;1;4620029.00
70900;70900 1;295883;5038202;4620354;2;21.19;20.94;71;1;1;1;4620354.00
70900;70900 2;295883;5038202;4620354;2;23.85;20.94;71;1;1;2;4620354.00
70915;70915 1;293901;5043689;4620224;1;33.43;28.18;45;2;5;1;4620224.00
70926;70926 1;295589;5047533;4620257;1;19.95;23.45;51;2;7;1;4620257.00
70931;70931 1;293657;5047302;4620263;1;22.25;23.45;50;1;1;2;4620263.00
70936;70936 1;298108;5037736;4620081;2;27.52;28.63;34;1;1;2;4620081.00
70936;70936 2;298108;5037736;4620081;2;25.46;28.63;35;1;1;2;4620081.00
70938;70938 1;299910;5045443;4620187.02;2;27.3;26.13;49;1;1;1;4620187.02
70938;70938 2;299910;5045443;4620187.02;2;23.09;26.13;30;1;1;2;4620187.02
70940;70940 1;293748;5039560;4620112.01;1;22.75;25.95;60;2;7;2;4620112.01
70942;70942 1;297080;5043580;4620215;2;27.47;24.86;35;2;2;1;4620215.00
70942;70942 2;297080;5043580;4620215;2;22.04;24.86;30;2;1;2;4620215.00
70948;70948 1;300838;5043818;4620037;1;28.09;26.84;84;2;4;2;4620037.00
70957;70957 1;299202;5037447;4620075;1;31.53;25.18;49;2;7;1;4620075.00
70964;70964 1;299376;5044295;4620154;2;15.8;17.86;50;1;7;2;4620154.00
70964;70964 2;299376;5044295;4620154;2;17.19;17.86;56;1;1;1;4620154.00
71004;71004 1;301499;5044922;4620025;2;26.52;22.7;46;1;1;1;4620025.00
71004;71004 2;301499;5044922;4620025;2;21.4;22.7;38;1;1;2;4620025.00
71007;71007 1;297355;5042828;4620171;1;23.15;27.55;55;2;5;2;4620171.00
71015;71015 1;302246;5051555;4620193;1;32.77;28.63;75;1;4;2;4620193.00
71022;71022 1;300259;5044112;4620032;2;18.12;17.86;78;1;4;1;4620032.00
71022;71022 2;300259;5044112;4620032;2;18.12;17.86;73;2;4;2;4620032.00
71053;71053 1;296058;5045601;4620242;1;31.59;32.22;73;1;4;2;4620242.00
71058;71058 1;301607;5045253;4620025;1;22.97;26.84;65;1;1;1;4620025.00
71064;71064 1;303893;5050158;4620006;2;25.03;28.95;34;1;7;2;4620006.00
71064;71064 2;303893;5050158;4620006;2;31.59;28.95;10;5;3;2;4620006.00
71067;71067 1;299873;5037678;4620075;5;48.34;29.02;22;1;1;1;4620075.00
71067;71067 2;299873;5037678;4620075;5;31.46;29.02;45;2;1;2;4620075.00
71067;71067 3;299873;5037678;4620075;5;37.83;29.02;44;2;1;1;4620075.00
71067;71067 4;299873;5037678;4620075;5;38.07;29.02;14;5;3;1;4620075.00
71067;71067 5;299873;5037678;4620075;5;38.07;29.02;11;5;3;1;4620075.00
71081;71081 1;301889;5052296;4620194;2;38.79;28.95;22;1;2;2;4620194.00
71081;71081 2;301889;5052296;4620194;2;35.5;28.95;26;1;1;1;4620194.00
71090;71090 1;293518;5043763;4620224;4;26.74;24.2;38;1;5;1;4620224.00
71090;71090 2;293518;5043763;4620224;4;21.45;24.2;30;2;7;2;4620224.00
71090;71090 3;293518;5043763;4620224;4;19.96;24.2;3;5;6;1;4620224.00
71090;71090 4;293518;5043763;4620224;4;24.28;24.2;0;5;6;2;4620224.00
71095;71095 1;296745;5044879;4620209;1;31.29;28.18;56;1;1;1;4620209.00
71123;71123 1;297230;5043735;4620210;4;26.1;29.57;19;1;3;1;4620210.00
71123;71123 2;297230;5043735;4620210;4;26.1;29.57;18;1;3;1;4620210.00
71123;71123 3;297230;5043735;4620210;4;35.08;29.57;48;1;1;1;4620210.00
71123;71123 4;297230;5043735;4620210;4;34.8;29.57;45;1;1;2;4620210.00
71128;71128 1;295790;5044763;4620245;1;31.74;35.8;32;2;1;2;4620245.00
71155;71155 1;296033;5045798;4620242;2;21.91;22.37;69;2;4;2;4620242.00
71155;71155 2;296033;5045798;4620242;2;26.45;22.37;75;1;4;1;4620242.00
71166;71166 1;296971;5046628;4620251.01;1;19.13;23.45;60;2;4;1;4620251.01
71170;71170 1;300287;5037518;4620072;2;13.05;17.64;62;1;1;2;4620072.00
71170;71170 2;300287;5037518;4620072;2;13.7;17.64;58;1;1;2;4620072.00
71185;71185 1;297067;5046332;4620251.01;3;27.27;27.29;40;1;1;1;4620251.01
71185;71185 2;297067;5046332;4620251.01;3;28.09;27.29;33;2;1;2;4620251.01
71185;71185 3;297067;5046332;4620251.01;3;28.16;27.29;18;2;3;2;4620251.01
71243;71243 1;290875;5045395;4620281;1;32.39;25.84;45;1;1;1;4620281.00
71247;71247 1;296705;5045794;4620249;5;33.76;29.17;47;1;1;1;4620249.00
71247;71247 2;296705;5045794;4620249;5;37.1;29.17;47;1;1;2;4620249.00
71247;71247 3;296705;5045794;4620249;5;40.38;29.17;21;2;2;1;4620249.00
71247;71247 4;296705;5045794;4620249;5;40.38;29.17;20;2;3;1;4620249.00
71247;71247 5;296705;5045794;4620249;5;29.09;29.17;14;5;3;1;4620249.00
71249;71249 1;298945;5038610;4620067;2;28.47;28.63;31;2;1;1;4620067.00
71249;71249 2;298945;5038610;4620067;2;29.81;28.63;27;2;3;1;4620067.00
71261;71261 1;302006;5050623;4620192;2;22.67;20.63;48;1;1;2;4620192.00
71261;71261 2;302006;5050623;4620192;2;18.6;20.63;54;1;1;1;4620192.00
71271;71271 1;297085;5034484;4620090;2;16.91;17.64;58;1;4;1;4620090.00
71271;71271 2;297085;5034484;4620090;2;15.04;17.64;50;2;1;2;4620090.00
71275;71275 1;299075;5046996;4620199;2;14.79;16.85;54;1;7;1;4620199.00
71275;71275 2;299075;5046996;4620199;2;16.15;16.85;66;1;4;2;4620199.00
71293;71293 1;291773;5037610;4620383.02;1;33.8;30.67;84;1;2;2;4620383.02
71298;71298 1;293442;5043516;4620223.01;4;29.41;24.2;29;2;1;1;4620223.01
71298;71298 2;293442;5043516;4620223.01;4;26.29;24.2;29;2;1;2;4620223.01
71298;71298 3;293442;5043516;4620223.01;4;28.96;24.2;7;5;3;2;4620223.01
71298;71298 4;293442;5043516;4620223.01;4;29.69;24.2;5;5;3;1;4620223.01
71304;71304 1;295708;5044850;4620245;2;30.21;24.86;25;1;2;1;4620245.00
71304;71304 2;295708;5044850;4620245;2;27.01;24.86;29;2;1;2;4620245.00
71307;71307 1;300152;5043443;4620036;4;31.61;33.15;26;1;1;2;4620036.00
71307;71307 2;300152;5043443;4620036;4;44.65;33.15;29;1;1;1;4620036.00
71307;71307 3;300152;5043443;4620036;4;44.65;33.15;29;1;1;1;4620036.00
71307;71307 4;300152;5043443;4620036;4;51.42;33.15;23;1;1;1;4620036.00
71311;71311 1;303368;5049954;4620008;1;27.28;25.82;49;1;1;1;4620008.00
71312;71312 1;299016;5042514;4620144;2;16.28;17.86;44;1;1;2;4620144.00
71312;71312 2;299016;5042514;4620144;2;21.66;17.86;40;1;1;1;4620144.00
71313;71313 1;300855;5043168;4620038;2;35.47;26.33;26;1;1;1;4620038.00
71313;71313 2;300855;5043168;4620038;2;35.47;26.33;27;2;1;1;4620038.00
71328;71328 1;299869;5048402;4620195.01;2;36.71;28.09;42;1;1;1;4620195.01
71328;71328 2;299869;5048402;4620195.01;2;23.42;28.09;18;1;3;1;4620195.01
71337;71337 1;301302;5048935;4620191;1;32.77;28.63;78;2;4;2;4620191.00
71341;71341 1;298851;5045673;4620184;1;28.24;27.03;46;1;5;1;4620184.00
71351;71351 1;292043;5036960;4620382.01;4;25.84;24.52;52;1;1;1;4620382.01
71351;71351 2;292043;5036960;4620382.01;4;23.84;24.52;51;1;1;2;4620382.01
71351;71351 3;292043;5036960;4620382.01;4;22.36;24.52;17;1;3;2;4620382.01
71351;71351 4;292043;5036960;4620382.01;4;23.42;24.52;10;5;3;1;4620382.01
71396;71396 1;295797;5041543;4620362;2;23.11;26.94;63;1;4;2;4620362.00
71396;71396 2;295797;5041543;4620362;2;29.88;26.94;30;1;1;1;4620362.00
71413;71413 1;292978;5046544;4620271;2;17.52;21.56;66;2;4;2;4620271.00
71413;71413 2;292978;5046544;4620271;2;16.94;21.56;65;1;4;1;4620271.00
71414;71414 1;293730;5039369;4620112.01;5;39.81;34.4;25;1;2;2;4620112.01
71414;71414 2;293730;5039369;4620112.01;5;41.91;34.4;29;1;1;1;4620112.01
71414;71414 3;293730;5039369;4620112.01;5;33.04;34.4;4;5;3;2;4620112.01
71414;71414 4;293730;5039369;4620112.01;5;33.04;34.4;2;5;6;2;4620112.01
71414;71414 5;293730;5039369;4620112.01;5;32.77;34.4;0;5;6;1;4620112.01
71424;71424 1;299062;5042658;4620142;1;26.52;27.55;57;1;1;1;4620142.00
71442;71442 1;294023;5045697;4620264.02;2;19.89;19.32;80;1;4;1;4620264.02
71442;71442 2;294023;5045697;4620264.02;2;16.59;19.32;64;2;4;2;4620264.02
71444;71444 1;287235;5043791;4620287.01;2;16.32;19.01;60;1;1;2;4620287.01
71444;71444 2;287235;5043791;4620287.01;2;18.78;19.01;55;1;1;1;4620287.01
71481;71481 1;295394;5042216;4620367;1;26.47;28.09;48;1;1;2;4620367.00
71483;71483 1;295652;5044657;4620234;3;24.38;27.2;36;2;5;2;4620234.00
71483;71483 2;295652;5044657;4620234;3;30.83;27.2;14;5;3;1;4620234.00
71483;71483 3;295652;5044657;4620234;3;30.05;27.2;37;2;1;1;4620234.00
71508;71508 1;294926;5045232;4620239;2;18.64;19.57;55;2;1;2;4620239.00
71508;71508 2;294926;5045232;4620239;2;21.73;19.57;56;1;5;1;4620239.00
71512;71512 1;293863;5039797;4620119;1;31.96;27.57;71;1;4;1;4620119.00
71520;71520 1;294915;5037898;4620110;6;35.86;34.67;58;1;1;1;4620110.00
71520;71520 2;294915;5037898;4620110;6;40.12;34.67;29;2;1;2;4620110.00
71520;71520 3;294915;5037898;4620110;6;32.71;34.67;18;2;3;1;4620110.00
71520;71520 4;294915;5037898;4620110;6;39.72;34.67;31;1;1;1;4620110.00
71520;71520 5;294915;5037898;4620110;6;33.3;34.67;2;5;6;2;4620110.00
71520;71520 6;294915;5037898;4620110;6;33.03;34.67;4;5;3;1;4620110.00
71530;71530 1;297784;5038023;4620350;1;33.62;24.59;57;1;4;1;4620350.00
71534;71534 1;296006;5042620;4620364;1;26.57;28.09;46;1;1;1;4620364.00
71545;71545 1;296151;5038275;4620354;3;32.26;21.46;22;1;3;2;4620354.00
71545;71545 2;296151;5038275;4620354;3;20.6;21.46;56;1;1;2;4620354.00
71545;71545 3;296151;5038275;4620354;3;19.9;21.46;19;1;3;1;4620354.00
71547;71547 1;294891;5040974;4620124;2;32.45;30.37;21;2;3;2;4620124.00
71547;71547 2;294891;5040974;4620124;2;34.76;30.37;49;2;3;2;4620124.00
71557;71557 1;301413;5045656;4620026;1;21.39;26.84;67;2;4;2;4620026.00
71561;71561 1;291312;5045075;4620280;1;32.94;29.31;78;2;4;2;4620280.00
71570;71570 1;297725;5042976;4620171;1;24.37;27.55;54;2;1;2;4620171.00
71571;71571 1;295758;5036522;4620097.01;5;26.37;23.61;42;1;1;2;4620097.01
71571;71571 2;295758;5036522;4620097.01;5;22.11;23.61;52;1;1;1;4620097.01
71571;71571 3;295758;5036522;4620097.01;5;35.28;23.61;20;2;3;2;4620097.01
71571;71571 4;295758;5036522;4620097.01;5;21.24;23.61;18;2;3;1;4620097.01
71571;71571 5;295758;5036522;4620097.01;5;21.24;23.61;16;2;3;1;4620097.01
71574;71574 1;294111;5037422;4620102;2;25.76;29.34;38;1;5;2;4620102.00
71574;71574 2;294111;5037422;4620102;2;31.21;29.34;51;2;1;2;4620102.00
71585;71585 1;291832;5045233;4620280;1;24.92;25.84;55;2;4;2;4620280.00
71607;71607 1;296398;5046362;4620250;6;30.1;29.17;18;2;3;2;4620250.00
71607;71607 2;296398;5046362;4620250;6;30.1;29.17;16;1;3;2;4620250.00
71607;71607 3;296398;5046362;4620250;6;33.07;29.17;12;5;3;2;4620250.00
71607;71607 4;296398;5046362;4620250;6;33.76;29.17;45;1;1;1;4620250.00
71607;71607 5;296398;5046362;4620250;6;31.95;29.17;40;1;1;2;4620250.00
71607;71607 6;296398;5046362;4620250;6;39.57;29.17;6;5;3;2;4620250.00
71619;71619 1;295584;5039318;4620115.02;1;22.75;25.95;60;1;4;2;4620115.02
