idFeuillet;lng;lat;SRIDU;mtmx;mtmy;popLogi;facteurLogement;popPonderee;1kmCountBIXIstops;500mCountBIXIstops;1kmCountBIXIcapacity;500mCountBIXIcapacity;1kmCountAMTstops;500mCountAMTstops;1kmCountAMTcountStopTimes;500mCountAMTcountStopTimes;1kmCountSTMstops;500mCountSTMstops;1kmCountSTMcountStopTimes;500mCountSTMcountStopTimes;1kmCountSTMcountStopTimesSemaine;500mCountSTMcountStopTimesSemaine;1kmCountSTMcountStopTimesSamedi;500mCountSTMcountStopTimesSamedi;1kmCountSTMcountStopTimesDimanche;500mCountSTMcountStopTimesDimanche
132364;-73.5337819;45.58689531;4620011.00;302164;5049666;3;25.48;76.4;0;0;0;0;0;0;0;0;78;8;52812;1770;12987;446;10330;347;9627;315
158934;-73.60640057;45.53552423;4620214.00;296490;5043962;4;24.2;96.8;33;11;529;205;0;0;0;0;126;35;76614;20467;19237;5319;15967;4333;13744;3605
199176;-73.56374216;45.52795236;4620048.00;299821;5043117;2;26.33;52.7;36;10;641;175;0;0;0;0;129;31;68309;19240;17260;5383;13430;3740;12134;3199
123818;-73.56556759;45.53442117;4620150.00;299679;5043836;2;29.77;59.5;30;12;521;211;0;0;0;0;139;40;81544;23973;20561;6109;16097;4785;14536;4219
150185;-73.55143511;45.5515073;4620030.00;300784;5045734;2;30.45;60.9;13;5;257;90;0;0;0;0;106;31;67599;21429;15764;5013;13554;4283;11905;3784
158450;-73.5439105;45.55950098;4620014.01;301372;5046622;1;26.2;26.2;9;1;211;40;0;0;0;0;78;27;40065;12669;9609;3075;7963;2497;7174;2349
157775;-73.59261954;45.46283786;4620087.00;297557;5035883;2;17.18;34.4;5;1;83;15;0;0;0;0;84;22;38323;9069;8327;2069;7655;1735;7447;1755
151837;-73.54751097;45.53032684;4620038.00;301089;5043380;2;26.33;52.7;12;6;180;87;0;0;0;0;76;26;45145;17187;9747;3731;9153;3493;8653;3297
147167;-73.564654;45.5304714;4620149.00;299750;5043397;2;29.77;59.5;36;11;638;206;0;0;0;0;143;36;82499;20584;20768;5690;16368;3999;14656;3445
123519;-73.68990089;45.5372966;4620283.02;289969;5044171;1;29.31;29.3;0;0;0;0;1;0;106;0;60;16;35994;10132;9283;2438;7204;2126;6305;1846
32160;-73.52427474;45.59154984;4620007.00;302906;5050183;1;25.82;25.8;0;0;0;0;0;0;0;0;48;18;44735;17135;10554;4021;8813;3312;8380;3268
30299;-73.58793849;45.5362778;4620175.00;297932;5044044;4;15.39;61.6;30;8;565;183;0;0;0;0;105;17;53875;8538;14217;2202;10279;1633;9541;1501
190842;-73.52283004;45.56876642;4620009.00;303018;5047651;3;25.48;76.4;0;0;0;0;0;0;0;0;31;18;13199;7779;3090;1858;2641;1553;2476;1447
62432;-73.55879672;45.54888523;4620187.02;300209;5045443;1;24.69;24.7;15;4;260;64;0;0;0;0;116;34;74756;23750;17883;5551;14813;4806;13150;4169
25611;-73.66122094;45.46168182;4620381.00;292192;5035763;1;30.67;30.7;0;0;0;0;0;0;0;0;71;26;37208;10130;9748;2714;7219;1986;6633;1750
138480;-73.66681311;45.5540786;4620279.00;291776;5046032;1;29.31;29.3;4;2;49;34;0;0;0;0;102;35;78560;30316;22356;8464;15014;5938;13036;5094
91263;-73.62256219;45.52515089;4620221.00;295226;5042811;3;30.83;92.5;10;3;163;44;1;0;26;0;90;25;61991;17930;15328;4038;12107;3598;11386;3400
161842;-73.62178918;45.47539037;4620104.00;295278;5037281;1;25.34;25.3;9;3;106;41;0;0;0;0;115;31;75628;21630;19345;5448;15279;4340;12801;3614
103334;-73.52773039;45.60773695;4620003.00;302637;5051982;1;34.08;34.1;0;0;0;0;0;0;0;0;71;20;62741;15873;14630;3768;12660;3228;11445;2851
138078;-73.55643814;45.53399412;4620033.00;300392;5043788;1;26.2;26.2;24;7;399;96;0;0;0;0;120;36;75723;25607;18153;6022;15158;5136;13832;4735
136988;-73.60752779;45.49545325;4620115.02;296396;5039509;1;25.95;26;2;0;50;0;0;0;0;0;54;19;51294;20790;12011;4717;10334;4173;9080;3715
68598;-73.63601275;45.47038916;4620100.00;294165;5036727;4;16.92;67.7;3;0;45;0;0;0;0;0;110;29;74455;17784;18700;4556;15092;3577;13218;3143
169469;-73.65458671;45.48124469;4620370.00;292715;5037936;2;14.01;28;0;0;0;0;0;0;0;0;41;5;23525;2344;6201;604;4454;444;4290;432
30304;-73.6496576;45.56168796;4620272.00;293117;5046875;1;29.31;29.3;3;1;30;15;0;0;0;0;82;19;46608;13410;13976;3553;8370;2531;7548;2258
104704;-73.54771193;45.54087286;4620028.00;301074;5044552;3;25.63;76.9;11;3;178;65;0;0;0;0;95;17;53707;6485;12077;1460;10761;1310;10067;1225
71067;-73.56302181;45.4790103;4620075.00;299873;5037678;5;29.02;145.1;10;4;183;75;0;0;0;0;96;27;54235;19188;11158;3868;11407;4095;10534;3731
104534;-73.53495889;45.60424364;4620193.00;302073;5051594;4;24.18;96.7;0;0;0;0;0;0;0;0;78;30;73909;33876;17362;7767;15119;7073;13276;6014
85112;-73.63221959;45.5054336;4620122.00;294468;5040621;2;30.37;60.7;5;2;105;46;1;0;122;0;75;20;58718;15639;14667;3949;11587;3104;10180;2734
74963;-73.54846107;45.53346688;4620037.00;301015;5043729;1;26.84;26.8;13;3;206;36;0;0;0;0;74;24;44028;16188;9554;3501;8928;3285;8458;3114
76334;-73.58230728;45.56437486;4620200.00;298375;5047166;1;34.29;34.3;8;3;151;45;0;0;0;0;94;26;82766;19987;21091;5146;16856;4085;14105;3394
38621;-73.69352456;45.53730851;4620283.02;289686;5044173;1;29.31;29.3;0;0;0;0;1;0;106;0;51;23;28625;13775;7285;3381;5800;2838;5010;2476
90579;-73.59066083;45.54117978;4620179.00;297720;5044589;1;27.03;27;23;5;412;103;0;0;0;0;96;22;53999;12022;14687;3392;10529;2205;9361;2047
132308;-73.56940175;45.57040331;4620196.00;299383;5047835;3;26.24;78.7;6;1;126;15;0;0;0;0;78;25;50828;18355;13884;5229;10134;3661;8806;3091
19358;-73.55742625;45.54875995;4620187.01;300316;5045429;2;28.09;56.2;13;4;223;60;0;0;0;0;106;29;68852;20095;16443;4679;13662;4056;12151;3555
107807;-73.62625407;45.48732648;4620113.00;294931;5038608;3;25.91;77.7;2;1;24;19;0;0;0;0;102;25;61459;20782;15018;5117;12358;4226;10934;3748
101158;-73.61506899;45.51677217;4620366.00;295810;5041879;4;16.39;65.6;11;5;196;76;0;0;0;0;73;29;54387;22794;13746;5857;10815;4481;9858;4121
77324;-73.53165105;45.58072308;4620011.00;302330;5048980;1;28.63;28.6;1;0;19;0;0;0;0;0;74;18;33546;9455;8340;2323;6652;1879;5930;1693
28094;-73.66047662;45.56431879;4620277.00;292273;5047169;2;28.72;57.4;3;1;30;15;0;0;0;0;72;20;49206;15753;14049;4474;9067;2929;8104;2594
250704;-73.57793957;45.56485484;4620200.00;298716;5047219;1;27.03;27;7;2;136;30;0;0;0;0;85;18;63171;16666;16446;4520;12741;3404;10762;2752
254656;-73.60523342;45.54132026;4620213.00;296582;5044606;3;27.2;81.6;29;6;462;98;0;0;0;0;126;24;67534;11266;16374;2896;13937;2343;12319;2009
39152;-73.63761269;45.54969931;4620265.00;294055;5045541;2;28.72;57.4;10;2;128;21;0;0;0;0;104;39;43962;16337;12638;4571;8439;3113;7341;2811
216134;-73.60751659;45.54333377;4620247.00;296404;5044830;1;28.18;28.2;27;6;412;77;0;0;0;0;129;30;64660;11651;15387;2534;13272;2372;11903;2233
149820;-73.57570482;45.53198533;4620157.00;298887;5043566;4;25.64;102.6;45;13;815;220;0;0;0;0;134;35;71334;20261;17431;5189;14003;3939;13000;3592
256095;-73.68408365;45.54781621;4620281.00;290426;5045339;3;18.41;55.2;0;0;0;0;0;0;0;0;38;8;29012;5804;8181;1684;5592;1080;4705;896
170815;-73.53880298;45.54585233;4620021.00;301770;5045105;2;20.81;41.6;9;1;165;3;0;0;0;0;88;30;44367;18231;10088;4174;8920;3667;7945;3218
109584;-73.62850896;45.50003877;4620123.00;294757;5040021;1;27.57;27.6;9;3;193;51;0;0;0;0;102;25;83187;23288;21078;6019;16506;4541;14467;3947
95272;-73.63824773;45.5684241;4620263.00;294009;5047622;2;28.56;57.1;0;0;0;0;0;0;0;0;61;16;40149;3792;13073;1782;6980;517;6054;455
91713;-73.63114017;45.49248609;4620116.00;294550;5039182;3;18.66;56;7;2;113;20;0;0;0;0;112;20;79367;8088;19788;1820;15722;1606;14090;1554
50373;-73.62886004;45.49687992;4620116.00;294729;5039670;1;27.57;27.6;8;2;144;28;0;0;0;0;106;22;86048;18285;21606;4663;17145;3572;15049;3094
42456;-73.64792108;45.54918252;4620266.00;293250;5045485;1;25.84;25.8;4;1;47;11;1;0;8;0;119;25;65387;10951;18810;2957;12597;2164;10866;1910
129880;-73.64481942;45.56322392;4620264.01;293495;5047045;2;21.56;43.1;2;0;30;0;0;0;0;0;73;16;39712;11523;12400;3602;7007;2032;6283;1805
120488;-73.59653028;45.55886574;4620251.02;297264;5046555;1;23.45;23.5;9;2;124;26;0;0;0;0;127;42;89412;34300;22333;8570;17859;6889;15484;5843
41548;-73.63575085;45.4678429;4620100.00;294185;5036444;3;24.71;74.1;4;1;48;15;0;0;0;0;106;28;78226;13059;19698;3185;15950;2592;13782;2402
11332;-73.6484648;45.56112263;4620272.00;293210;5046812;2;19.01;38;3;1;30;15;0;0;0;0;76;17;42093;11882;12785;3135;7511;2247;6807;2006
143519;-73.65131603;45.46361205;4620098.00;292967;5035976;3;24.71;74.1;0;0;0;0;0;0;0;0;81;18;45658;13757;11703;3557;9194;2804;8055;2392
65871;-73.63332108;45.49498513;4620117.00;294380;5039460;4;20.8;83.2;6;3;94;43;0;0;0;0;111;23;78078;11100;19350;2766;15495;2136;13846;2066
69725;-73.64907206;45.5388689;4620267.00;293158;5044339;4;26.39;105.6;0;0;0;0;1;0;26;0;96;24;49280;7823;14395;2186;9435;1470;8028;1285
185668;-73.59230274;45.54291515;4620208.00;297592;5044782;1;32.22;32.2;23;6;357;85;0;0;0;0;103;32;58288;20601;15613;5844;11475;3978;10174;3499
68180;-73.63181178;45.51164298;4620124.00;294501;5041311;2;19.64;39.3;2;0;38;0;1;1;122;122;65;13;40688;5630;9880;1202;8030;1182;7342;1082
169090;-73.69331818;45.53686794;4620283.02;289702;5044124;5;18.76;93.8;0;0;0;0;1;0;106;0;54;22;29747;13052;7574;3168;6023;2705;5216;2363
11737;-73.55743101;45.55343909;4620188.02;300316;5045949;2;19.94;39.9;12;4;227;98;0;0;0;0;98;31;68920;23430;16519;5533;13666;4724;12027;4076
124536;-73.59060754;45.56380168;4620254.00;297727;5047103;2;21.11;42.2;5;1;83;15;0;0;0;0;111;33;93272;34213;23279;8414;18904;6949;15931;5862
72297;-73.52197425;45.60822411;4620003.00;303086;5052036;3;18.47;55.4;0;0;0;0;0;0;0;0;72;10;55096;9858;12845;2429;10988;1912;10185;1817
131455;-73.52190338;45.59083045;4620008.00;303091;5050103;3;18.47;55.4;0;0;0;0;0;0;0;0;45;13;36533;7872;8617;1831;7058;1515;6952;1520
181084;-73.58617488;45.47137347;4620083.00;298062;5036831;3;18.44;55.3;5;3;76;55;0;0;0;0;87;23;44028;9464;9788;2178;8827;1949;8471;1779
39586;-73.63580815;45.49169777;4620112.02;294185;5039095;1;35.06;35.1;4;2;62;28;0;0;0;0;111;28;61751;13180;15295;3276;12168;2524;11243;2460
58651;-73.61873716;45.58114267;4620259.00;295534;5049033;5;29.17;145.9;0;0;0;0;1;0;16;0;59;15;31191;9878;9424;2951;5750;1825;4845;1506
61515;-73.5932622;45.55007707;4620203.00;297518;5045578;2;19.94;39.9;21;6;322;94;0;0;0;0;119;18;71109;11988;17878;3078;14288;2494;12575;2138
148713;-73.61644278;45.5560397;4620249.00;295709;5046243;2;28.56;57.1;5;1;57;15;0;0;0;0;100;40;49644;21135;12161;5183;9650;4112;8799;3752
47857;-73.61930132;45.53287496;4620219.00;295482;5043669;3;21.41;64.2;21;6;297;76;1;1;26;26;90;23;65536;16788;16154;3983;13593;3521;11827;3074
37698;-73.57922118;45.56524988;4620200.00;298616;5047263;1;34.29;34.3;8;2;159;30;0;0;0;0;95;17;75889;15445;19498;4238;15424;3156;12911;2551
109157;-73.6102748;45.47379134;4620107.00;296178;5037102;1;25.34;25.3;8;2;103;21;1;0;80;0;105;32;80410;28038;20543;7347;16264;5743;13481;4536
48487;-73.61398877;45.49524902;4620115.02;295891;5039487;2;30.37;60.7;3;1;65;27;0;0;0;0;62;26;66249;24671;16108;5743;13353;4971;11586;4408
119091;-73.58037042;45.53568048;4620177.00;298523;5043977;1;43.13;43.1;34;10;651;200;0;0;0;0;110;34;58809;16403;14351;4051;11490;3116;10747;3006
107813;-73.62432751;45.50712516;4620123.00;295085;5040808;1;35.06;35.1;8;3;158;69;0;0;0;0;79;19;64857;11059;16678;3003;12797;2050;11430;2002
25534;-73.55263013;45.58314488;4620191.00;300693;5049250;2;28.95;57.9;2;0;34;0;0;0;0;0;80;14;50688;14046;13423;3704;10034;2718;8762;2404
55160;-73.69029983;45.54168714;4620282.00;289939;5044659;3;30.68;92;0;0;0;0;0;0;0;0;55;21;32842;13873;8596;3517;6535;2784;5627;2426
193194;-73.58920566;45.47118218;4620083.00;297825;5036810;2;17.64;35.3;5;2;76;37;0;0;0;0;90;23;49494;11945;11027;2623;9956;2464;9389;2286
129511;-73.63525661;45.49111352;4620112.02;294228;5039030;1;27.57;27.6;4;2;62;28;0;0;0;0;113;31;64838;14544;16128;3590;12781;2794;11771;2720
51579;-73.64101042;45.49486792;4620112.01;293779;5039448;4;31.2;124.8;4;1;66;23;0;0;0;0;115;28;63247;14380;15313;3460;12536;2880;11534;2680
151660;-73.61986941;45.54113487;4620233.00;295439;5044587;4;24.98;99.9;24;8;326;112;0;0;0;0;117;22;57068;8760;13357;2118;11992;1854;10333;1596
126369;-73.61041116;45.55666657;4620249.00;296180;5046312;1;21.16;21.2;8;1;102;15;0;0;0;0;140;34;76351;14749;19130;3364;14811;2924;13290;2743
197553;-73.60684957;45.52245815;4620364.00;296453;5042510;1;36.16;36.2;22;5;374;102;0;0;0;0;88;28;67245;18599;18106;5078;13398;3585;11734;3268
135348;-73.53402969;45.55156781;4620018.00;302143;5045740;2;26.33;52.7;7;2;124;34;0;0;0;0;75;28;37660;16682;8625;3838;7589;3353;6716;2923
16666;-73.67618503;45.53651772;4620268.01;291040;5044082;1;25.84;25.8;0;0;0;0;1;1;26;26;65;23;44040;13942;11373;3600;8675;2752;7734;2468
19329;-73.52307166;45.59565331;4620007.00;303000;5050639;2;27.24;54.5;0;0;0;0;0;0;0;0;72;16;66359;19143;15575;4511;13155;3712;12355;3622
256284;-73.6396971;45.55876712;4620264.01;293894;5046549;1;25.84;25.8;2;0;17;0;0;0;0;0;58;15;25308;5253;7408;1687;4581;912;4169;834
18455;-73.62954726;45.52315453;4620400.00;294680;5042590;1;22.04;22;5;2;76;29;0;0;0;0;85;29;49196;15378;11328;3192;9843;3132;9247;3016
154037;-73.61305343;45.46900143;4620096.00;295960;5036570;1;25.34;25.3;6;2;69;17;1;0;80;0;85;22;69378;21448;17408;5506;14252;4406;11766;3592
99190;-73.62593265;45.50957098;4620124.00;294960;5041080;2;20.01;40;5;2;99;38;1;0;122;0;70;14;47183;8989;12062;2411;9267;1718;8548;1620
72377;-73.65945568;45.47506505;4620382.01;292333;5037250;1;30.67;30.7;0;0;0;0;0;0;0;0;72;19;38027;11647;9900;2893;7281;2250;6916;2168
128476;-73.64156737;45.54861468;4620265.00;293746;5045421;2;28.72;57.4;8;1;95;19;0;0;0;0;115;37;50402;16592;14694;4630;9733;3209;8369;2839
107925;-73.64848501;45.54934376;4620266.00;293206;5045503;2;28.72;57.4;4;1;47;11;1;1;8;8;117;23;64756;9791;18564;2679;12504;1938;10772;1696
73872;-73.55439079;45.57509057;4620190.02;300555;5048355;4;15.65;62.6;4;0;84;0;0;0;0;0;81;22;38362;11475;9792;2889;7407;2254;6916;2093
25535;-73.60752779;45.49545325;4620115.02;296396;5039509;1;25.95;26;2;0;50;0;0;0;0;0;54;19;51294;20790;12011;4717;10334;4173;9080;3715
254770;-73.57537972;45.57612245;4620197.00;298917;5048471;1;24.69;24.7;3;1;53;23;0;0;0;0;98;21;76573;10912;19016;2581;15899;2229;13477;2022
130367;-73.59766982;45.44758119;4620090.00;297160;5034188;5;29.02;145.1;1;0;15;0;0;0;0;0;74;17;42227;11031;10284;2876;8381;2146;7854;2003
217465;-73.61059483;45.473935;4620107.00;296153;5037118;6;16.92;101.5;8;2;103;21;1;0;80;0;106;30;80797;27029;20624;7103;16342;5537;13557;4359
58957;-73.55452246;45.56550729;4620190.02;300544;5047290;2;18.21;36.4;3;0;74;0;0;0;0;0;50;14;23913;6640;5966;1744;4704;1310;4335;1164
27493;-73.62009537;45.51494032;4620367.00;295417;5041676;1;28.09;28.1;8;2;148;26;0;0;0;0;96;19;65322;12397;16051;3295;13025;2370;11998;2244
28846;-73.58410466;45.54123879;4620179.00;298232;5044595;1;24.69;24.7;25;6;502;101;0;0;0;0;110;28;56904;13826;14657;3431;10874;2669;10217;2502
126756;-73.64058894;45.47459491;4620102.00;293808;5037195;4;23.61;94.4;0;0;0;0;0;0;0;0;91;25;57003;18902;14490;4813;11414;3857;10162;3305
137078;-73.63799653;45.57047602;4620263.00;294029;5047850;1;21.16;21.2;0;0;0;0;0;0;0;0;63;24;40372;9599;12633;3590;7158;1546;6197;1361
33627;-73.62620118;45.4980167;4620116.00;294937;5039796;3;18.66;56;9;3;175;43;0;0;0;0;99;25;85862;23205;21681;5851;17099;4604;14936;3913
148280;-73.63936462;45.46045979;4620099.00;293901;5035624;2;19.54;39.1;3;1;39;9;1;0;80;0;95;24;80876;21824;20171;5324;16648;4542;14214;3858
10492;-73.62756686;45.52482146;4620221.00;294835;5042775;3;28.08;84.2;5;3;76;44;1;0;26;0;85;30;51874;19893;12255;4485;10308;3988;9607;3776
50252;-73.70895086;45.52615033;4620286.00;288478;5042936;4;26.39;105.6;0;0;0;0;1;1;104;104;101;36;60906;25816;14572;6103;12535;5382;10802;4594
82927;-73.52748417;45.60234705;4620004.00;302656;5051383;1;34.08;34.1;0;0;0;0;0;0;0;0;87;24;91248;25197;21435;5714;18389;5209;16642;4554
227039;-73.63390686;45.54777807;4620238.00;294344;5045327;2;29.66;59.3;12;3;162;49;0;0;0;0;116;41;48170;15331;13688;4479;9349;2913;7965;2599
192553;-73.6129803;45.55396456;4620241.00;295979;5046012;2;29.66;59.3;8;3;110;27;0;0;0;0;116;41;54894;19933;12939;4721;10776;3912;9981;3608
87050;-73.61478448;45.47124932;4620104.00;295825;5036820;2;29.34;58.7;10;3;125;32;1;0;80;0;102;27;84639;20937;21731;5478;17136;4254;14266;3419
208918;-73.52677721;45.59833399;4620007.00;302711;5050937;4;28.69;114.8;0;0;0;0;0;0;0;0;89;12;86467;17865;20355;4215;17259;3468;15941;3372
158170;-73.55452246;45.56550729;4620190.02;300544;5047290;1;24.69;24.7;3;0;74;0;0;0;0;0;50;14;23913;6640;5966;1744;4704;1310;4335;1164
184020;-73.64651261;45.53943911;4620267.00;293358;5044402;1;35.65;35.7;2;0;30;0;1;0;26;0;110;29;54792;13610;16156;3743;10499;2653;8907;2250
79165;-73.62838777;45.46922818;4620103.00;294761;5036597;1;27.94;27.9;7;3;93;33;0;0;0;0;101;20;74468;16684;18836;4284;15128;3386;13020;2894
122563;-73.52458576;45.59939628;4620007.00;302882;5051055;4;28.69;114.8;0;0;0;0;0;0;0;0;94;16;90065;11193;21234;2554;17961;2201;16602;2118
102123;-73.65334982;45.49682268;4620120.00;292815;5039667;1;25.95;26;0;0;0;0;0;0;0;0;77;34;29032;11916;6526;2738;5901;2400;5523;2250
11241;-73.58173163;45.54726942;4620180.00;298418;5045265;2;16.85;33.7;21;5;357;106;0;0;0;0;103;24;61620;11090;15759;2853;12045;2094;10768;1997
126104;-73.58667479;45.46376037;4620085.00;298022;5035985;4;29.02;116.1;7;1;116;15;0;0;0;0;92;20;40138;6417;8804;1491;8006;1224;7776;1234
127676;-73.57241157;45.51978565;4620143.00;299143;5042210;1;35.12;35.1;44;12;785;207;0;0;0;0;124;28;70622;13497;18003;3736;14556;2757;12433;2269
40194;-73.54032774;45.54699459;4620025.00;301651;5045232;2;20.81;41.6;11;2;184;30;0;0;0;0;97;42;50835;22605;11689;5200;10178;4546;9068;3983
265312;-73.60735672;45.47949015;4620353.00;296407;5037735;4;47.85;191.4;5;0;71;0;1;0;80;0;104;25;74417;14176;18870;3734;15033;2843;12586;2307
197968;-73.55154173;45.57006183;4620190.02;300777;5047796;1;24.69;24.7;3;1;53;15;0;0;0;0;74;20;36298;8197;9253;1803;7092;1622;6561;1588
164308;-73.61066569;45.54277286;4620247.00;296158;5044768;2;24.86;49.7;29;6;459;84;0;0;0;0;126;39;60339;16838;14103;3434;12399;3468;11193;3312
179270;-73.60783865;45.55773083;4620250.00;296381;5046430;2;18.86;37.7;8;1;102;15;0;0;0;0;143;32;79929;15272;19687;3646;15655;2982;13987;2776
78995;-73.549483;45.54538928;4620029.00;300936;5045054;1;33.16;33.2;16;3;276;55;0;0;0;0;118;30;69044;16878;15892;3804;13839;3376;12401;3086
61360;-73.65419602;45.51151597;4620403.00;292752;5041300;4;15.05;60.2;0;0;0;0;1;0;122;0;62;9;40437;3182;9278;608;8006;640;7263;618
66390;-73.65713046;45.46219143;4620381.00;292512;5035819;3;34.1;102.3;0;0;0;0;0;0;0;0;69;22;36885;6635;9633;1805;7306;1302;6481;1136
119792;-73.56455368;45.55468606;4620186.00;299760;5046088;2;19.94;39.9;8;4;135;67;0;0;0;0;99;29;72177;19110;17355;4707;14312;3735;12485;3363
114719;-73.56708881;45.52162457;4620144.00;299559;5042414;2;17.86;35.7;45;9;746;190;0;0;0;0;134;40;65244;18209;16870;5289;13084;3628;11443;2974
134606;-73.56717896;45.53283651;4620150.00;299553;5043660;5;25.42;127.1;34;12;626;190;0;0;0;0;144;37;85909;19910;21721;5210;16940;3920;15282;3440
183227;-73.65607672;45.55755813;4620271.00;292615;5046417;2;28.72;57.4;5;1;60;0;1;0;8;0;110;30;72777;17790;20709;5158;13742;3238;12118;2950
138337;-73.59760652;45.55162116;4620206.00;297179;5045750;2;28.09;56.2;18;5;258;79;0;0;0;0;122;24;73968;10659;18051;2131;15022;2212;13133;2104
133404;-73.63825919;45.54698103;4620265.00;294004;5045239;1;25.84;25.8;11;2;144;34;0;0;0;0;120;41;53024;18211;15228;5262;10303;3446;8755;3053
94782;-73.60229045;45.45068163;4620092.00;296799;5034533;4;23.43;93.7;1;0;15;0;0;0;0;0;69;25;41186;11728;9972;2902;8180;2256;7678;2190
35941;-73.57379063;45.55635416;4620185.00;299039;5046274;2;28.09;56.2;11;3;202;60;0;0;0;0;100;22;71466;14592;18444;3502;14022;2877;12104;2543
224044;-73.57220185;45.5659654;4620198.00;299164;5047342;4;21.34;85.4;6;3;106;53;0;0;0;0;80;19;59029;14720;15851;4255;11802;2931;9994;2470
265108;-73.64940799;45.56417183;4620272.00;293137;5047151;1;25.84;25.8;3;2;30;30;0;0;0;0;86;19;50598;13607;15032;4322;9132;2382;8168;2127
31717;-73.58041762;45.56878539;4620198.00;298523;5047656;2;16.85;33.7;6;2;106;30;0;0;0;0;98;17;80623;11399;20434;2906;16582;2403;13793;2030
151350;-73.7195469;45.52845204;4620287.01;287651;5043194;3;26.01;78;0;0;0;0;1;0;104;0;76;31;52101;19108;13290;5003;10468;3759;8935;3208
158027;-73.62040011;45.51979914;4620367.00;295394;5042216;3;22.34;67;10;2;153;35;0;0;0;0;98;23;62345;14898;15042;3662;12377;2968;11579;2756
42832;-73.66538238;45.54226583;4620269.00;291885;5044719;2;19.01;38;0;0;0;0;3;0;68;0;98;22;58522;13258;16047;3446;11334;2519;9951;2293
121392;-73.6184961;45.49694514;4620127.01;295539;5039676;1;27.57;27.6;6;3;124;65;0;0;0;0;76;26;76294;29278;18787;7429;15292;5901;13336;4995
51287;-73.63655845;45.54273585;4620226.00;294136;5044767;2;29.66;59.3;9;5;128;64;0;0;0;0;122;36;57206;17198;15950;5284;11335;3374;9447;2692
92348;-73.54533335;45.54482411;4620027.00;301260;5044991;1;26.2;26.2;12;3;193;69;0;0;0;0;109;23;58672;9038;13324;2000;11763;1828;10570;1718
49766;-73.53542832;45.55571562;4620017.00;302034;5046201;2;20.81;41.6;6;4;121;83;0;0;0;0;85;31;41485;11456;9554;2578;8308;2313;7457;2165
19407;-73.56311193;45.59399152;4620195.03;299876;5050456;1;28.63;28.6;0;0;0;0;0;0;0;0;81;20;66936;10933;16450;2731;14044;2271;11582;1923
28151;-73.63496427;45.45440908;4620094.01;294244;5034951;3;24.71;74.1;2;1;24;9;1;0;80;0;69;19;61398;18685;15078;4623;12807;3903;10747;3235
85940;-73.56289857;45.55214045;4620187.02;299889;5045805;1;27.03;27;11;3;202;52;0;0;0;0;102;23;70137;15151;16816;3806;13915;2969;12236;2628
216604;-73.58074907;45.47815329;4620079.00;298487;5037584;2;17.64;35.3;12;3;226;58;0;0;0;0;104;30;51437;15372;11907;3525;10347;3107;9505;2878
74085;-73.64108693;45.46914121;4620100.00;293768;5036589;5;28.2;141;1;0;15;0;0;0;0;0;97;24;60179;14780;15172;3683;12130;2976;10710;2671
154687;-73.55366422;45.57904117;4620190.01;300612;5048794;2;27.24;54.5;3;0;69;0;0;0;0;0;99;15;57913;9601;15231;2624;11348;1857;10159;1670
90413;-73.54415371;45.55928492;4620014.01;301353;5046598;1;26.84;26.8;9;1;211;40;0;0;0;0;80;26;41153;12292;9854;2988;8183;2425;7378;2275
226125;-73.64537429;45.46536547;4620101.01;293432;5036170;2;19.54;39.1;0;0;0;0;0;0;0;0;86;17;59693;12299;15048;3047;12127;2529;10576;2193
45329;-73.55945607;45.55476081;4620188.02;300158;5046096;1;27.03;27;10;3;197;52;0;0;0;0;93;23;64564;17723;15423;4142;12832;3556;11260;3122
196854;-73.55851943;45.47909368;4620072.00;300225;5037687;1;25.18;25.2;8;2;146;38;0;0;0;0;72;24;45799;18081;9371;3653;9698;3843;8886;3515
77660;-73.66911745;45.45968173;4620382.02;291574;5035542;4;20.82;83.3;0;0;0;0;0;0;0;0;50;17;24779;12308;6680;3328;4740;2358;4371;2158
184919;-73.63378622;45.49690126;4620117.00;294344;5039673;5;20.8;104;6;4;94;74;0;0;0;0;91;29;63362;18562;15640;4716;12592;3616;11122;3282
138773;-73.6783139;45.53353595;4620268.02;290873;5043751;4;15.83;63.3;0;0;0;0;1;0;26;0;63;14;38779;9210;10162;2357;7577;1804;6774;1639
48085;-73.64051922;45.56997804;4620263.00;293832;5047795;5;25.07;125.4;0;0;0;0;0;0;0;0;70;27;43413;11636;13445;4294;7724;1889;6740;1663
120806;-73.55977183;45.55056742;4620187.02;300133;5045630;1;27.03;27;12;2;198;38;0;0;0;0;113;29;75772;20878;18217;4952;14987;4218;13265;3642
148089;-73.62511375;45.46341879;4620097.01;295016;5035951;1;35.86;35.9;5;1;63;3;0;0;0;0;73;25;60439;24028;15307;6167;12346;4924;10488;4121
180647;-73.64688542;45.56950211;4620273.00;293335;5047743;1;25.84;25.8;1;0;15;0;0;0;0;0;83;29;49072;15436;15188;4999;8725;2680;7761;2391
115672;-73.60250468;45.54769358;4620242.00;296796;5045314;3;30.53;91.6;21;6;301;102;0;0;0;0;110;34;56826;16091;13647;3502;11589;3262;10420;3059
196838;-73.65339292;45.56920562;4620276.00;292827;5047711;2;21.56;43.1;2;0;30;0;0;0;0;0;83;25;52728;16193;15537;4556;9581;2995;8510;2688
