idFeuillet,lng,lat,SRIDU,mtmx,mtmy,popLogi,facteurLogement,popPonderee
63273,-73.5787175406,45.5531924509,4620184.00,298654,5045923,3,15.75,47.3
63305,-73.6348546366,45.4942274627,4620117.00,294260,5039376,2,20.87,41.7
63313,-73.6226549091,45.4912267339,4620116.00,295213,5039041,2,20.87,41.7
63323,-73.6696288935,45.5448961263,4620280.00,291554,5045012,2,19.01,38.0
63344,-73.6362019648,45.4639910099,4620099.00,294149,5036016,1,27.94,27.9
63362,-73.5153893275,45.5788457813,4620009.00,303599,5048771,2,20.63,41.3
63367,-73.6346726162,45.4769056452,4620102.00,294271,5037451,3,24.71,74.1
63373,-73.5863718194,45.5667384207,4620200.00,298058,5047429,2,18.21,36.4
63393,-73.5220778333,45.6108245895,4620003.00,303078,5052325,1,34.08,34.1
63394,-73.6572703645,45.5721967853,4620276.00,292525,5048044,3,30.68,92.0
63397,-73.5794322989,45.5241452048,4620140.00,298595,5042695,1,27.55,27.6
63414,-73.5468429371,45.5584110127,4620014.01,301143,5046501,3,29.95,89.9
63416,-73.618588271,45.5164716222,4620367.00,295535,5041846,1,27.14,27.1
63441,-73.5760006123,45.5519705149,4620184.00,298866,5045787,2,18.21,36.4
63454,-73.5664961079,45.5943585273,4620195.03,299612,5050497,1,28.63,28.6
63463,-73.5930889513,45.4528041513,4620089.00,297519,5034768,2,28.63,57.3
63465,-73.5441564983,45.5791982163,4620012.02,301354,5048811,1,34.52,34.5
63470,-73.5778592815,45.4788481768,4620079.00,298713,5037661,1,28.46,28.5
63475,-73.6403252189,45.4610975023,4620100.00,293826,5035695,5,28.2,141.0
63514,-73.6126337469,45.5343574598,4620218.00,296003,5043833,1,35.8,35.8
63535,-73.5727415809,45.5771859658,4620197.00,299123,5048589,2,19.94,39.9
63540,-73.6290252655,45.4739786611,4620102.00,294712,5037125,3,24.71,74.1
63563,-73.6147943127,45.4697915589,4620096.00,295824,5036658,3,24.71,74.1
63574,-73.6506261173,45.4590417242,4620098.00,293020,5035468,3,14.83,44.5
63581,-73.6315808647,45.5114092854,4620124.00,294519,5041285,3,18.66,56.0
63596,-73.629655444,45.5479539427,4620239.00,294676,5045346,2,24.86,49.7
63617,-73.6134304895,45.5421762592,4620245.00,295942,5044702,1,28.18,28.2
63635,-73.6370990591,45.5438779917,4620226.00,294094,5044894,1,28.18,28.2
63663,-73.64030588,45.5717689646,4620274.00,293849,5047994,2,28.72,57.4
63671,-73.6280142245,45.5470919511,4620239.00,294804,5045250,3,30.83,92.5
63677,-73.6632465846,45.4635056365,4620382.02,292034,5035966,2,26.04,52.1
63685,-73.6716461109,45.5555021752,4620279.00,291399,5046191,1,29.31,29.3
63703,-73.5464479305,45.5609307094,4620014.01,301174,5046781,1,33.16,33.2
63735,-73.6461755346,45.5773585583,4620275.00,293392,5048616,1,25.84,25.8
63739,-73.6143677912,45.5560417938,4620249.00,295871,5046243,2,21.11,42.2
63740,-73.5995769298,45.5650179904,4620253.00,297027,5047239,4,29.17,116.7
63752,-73.6287395769,45.5562874534,4620264.02,294749,5046272,2,19.32,38.6
63761,-73.6082818184,45.5417133404,4620247.00,296344,5044650,2,29.66,59.3
63780,-73.6521115878,45.5643932226,4620272.00,292926,5047176,2,28.72,57.4
63788,-73.5478809864,45.5288419513,4620039.00,301060,5043215,1,33.16,33.2
63791,-73.6286282403,45.5018473226,4620123.00,294748,5040222,1,25.95,26.0
63802,-73.5541080314,45.4807065824,4620072.00,300570,5037866,1,35.59,35.6
63806,-73.5875157381,45.5278826298,4620172.00,297964,5043111,1,43.13,43.1
63809,-73.6368956177,45.4599948487,4620099.00,294094,5035572,1,25.34,25.3
63813,-73.5626784471,45.5845435474,4620195.02,299909,5049406,2,22.88,45.8
63815,-73.5316410185,45.6084917913,4620194.00,302332,5052066,2,28.95,57.9
63822,-73.6719487442,45.5371360622,4620268.01,291371,5044150,1,25.84,25.8
63834,-73.6637865125,45.5439238305,4620269.00,292010,5044903,1,25.84,25.8
63841,-73.6444014416,45.5500778636,4620265.00,293525,5045584,3,30.68,92.0
63846,-73.5864811489,45.4542041141,4620089.00,298036,5034923,1,25.18,25.2
63852,-73.5582518549,45.5421367377,4620187.01,300251,5044693,1,24.69,24.7
63864,-73.6082592146,45.5299344842,4620219.00,296344,5043341,1,35.8,35.8
63868,-73.5927822188,45.4606690931,4620088.00,297544,5035642,5,29.02,145.1
63870,-73.6211226905,45.5403776865,4620233.00,295341,5044503,3,18.5,55.5
63871,-73.618060104,45.4842397758,4620109.00,295571,5038264,1,27.57,27.6
63874,-73.5784296539,45.484300856,4620078.00,298669,5038267,1,28.46,28.5
63884,-73.5726760164,45.5660910767,4620198.00,299127,5047356,2,28.09,56.2
63899,-73.6034024044,45.54139392,4620213.00,296725,5044614,3,27.2,81.6
63901,-73.5916492506,45.4953591097,4620128.00,297637,5039497,1,27.57,27.6
63906,-73.5814346899,45.4834978903,4620080.00,298434,5038178,2,17.18,34.4
63918,-73.6585715885,45.5747505092,4620276.00,292424,5048328,3,18.41,55.2
63922,-73.5581203831,45.5263896381,4620047.00,300260,5042943,3,25.63,76.9
63956,-73.6306503442,45.5683250588,4620262.00,294602,5047610,1,23.45,23.5
63960,-73.6282924634,45.5568098605,4620264.02,294784,5046330,2,19.01,38.0
63975,-73.6719487442,45.5371360622,4620268.01,291371,5044150,4,15.83,63.3
63986,-73.5320475789,45.5794812027,4620012.02,302299,5048842,4,28.69,114.8
64002,-73.6291339419,45.4935591896,4620116.00,294707,5039301,1,25.95,26.0
64003,-73.6591053962,45.4596691218,4620381.00,292357,5035539,1,30.67,30.7
64010,-73.5595058279,45.5533660442,4620188.02,300154,5045941,3,26.21,78.6
64023,-73.5966829485,45.4835219958,4620351.00,297242,5038182,4,47.85,191.4
64035,-73.6037189161,45.5742375882,4620258.00,296705,5048264,5,25.07,125.4
64038,-73.5851708947,45.5350111235,4620175.00,298148,5043903,2,17.86,35.7
64049,-73.5325117514,45.5844571344,4620011.00,302263,5049395,1,25.82,25.8
64054,-73.5874383674,45.5275227534,4620172.00,297970,5043071,2,29.77,59.5
64055,-73.556589715,45.5446931093,4620031.00,300381,5044977,1,26.2,26.2
64062,-73.6287204637,45.5423040274,4620228.00,294748,5044718,2,22.37,44.7
64070,-73.5779979197,45.5514742592,4620184.00,298710,5045732,1,27.03,27.0
64088,-73.6052481504,45.556077555,4620250.00,296583,5046246,2,28.56,57.1
64089,-73.6750364046,45.4592588853,4620383.01,291111,5035496,3,30.18,90.5
64093,-73.5649738737,45.5525352167,4620187.02,299727,5045849,2,18.21,36.4
64125,-73.7507736426,45.5087082436,4620288.00,285205,5041007,4,18.76,75.0
64127,-73.6720279095,45.462268954,4620383.01,291347,5035830,2,17.25,34.5
64133,-73.6366310285,45.5726912477,4620263.00,294136,5048096,1,21.16,21.2
64149,-73.5290635624,45.5577870356,4620016.00,302531,5046431,1,26.2,26.2
64152,-73.6115922429,45.493271726,4620115.02,296078,5039267,2,30.37,60.7
64161,-73.6133310787,45.4926761166,4620115.02,295942,5039201,1,27.57,27.6
64186,-73.6011339901,45.4474162002,4620090.00,296889,5034170,2,17.64,35.3
64197,-73.581803656,45.5174577183,4620138.00,298409,5041952,2,29.77,59.5
64266,-73.6263795112,45.5090935661,4620124.00,294925,5041027,4,33.23,132.9
64274,-73.5762116457,45.5185773884,4620136.00,298846,5042076,2,17.86,35.7
64295,-73.5463833736,45.5447427012,4620027.00,301178,5044982,3,29.95,89.9
64371,-73.5709169066,45.5221531641,4620144.00,299260,5042473,1,27.55,27.6
64374,-73.6402233083,45.5591803996,4620264.01,293853,5046595,1,29.31,29.3
64375,-73.6189253057,45.5184869152,4620367.00,295509,5042070,2,19.9,39.8
64382,-73.6383119893,45.5424007973,4620226.00,293999,5044730,2,24.86,49.7
64388,-73.5303067711,45.582982019,4620011.00,302435,5049231,3,25.48,76.4
64396,-73.5521988938,45.5741287739,4620190.02,300726,5048248,1,27.03,27.0
64403,-73.5777041845,45.5706679156,4620198.00,298735,5047865,2,28.09,56.2
64424,-73.5717196779,45.5595408926,4620185.00,299201,5046628,2,18.21,36.4
64425,-73.5456422298,45.5941797985,4620191.00,301239,5050476,2,20.63,41.3
64446,-73.5517090142,45.5708626064,4620190.02,300764,5047885,2,18.21,36.4
64451,-73.5601076679,45.5292051061,4620048.00,300105,5043256,6,33.15,198.9
64452,-73.5660633944,45.5204643746,4620144.00,299639,5042285,1,27.55,27.6
64459,-73.6334412095,45.4808394213,4620385.00,294368,5037888,2,28.75,57.5
64467,-73.6272312882,45.49520804,4620116.00,294856,5039484,2,30.37,60.7
64473,-73.6010539397,45.4956391272,4620128.00,296902,5039529,2,30.37,60.7
64485,-73.5404144593,45.5965033249,4620192.00,301647,5050734,2,22.88,45.8
64495,-73.6466752112,45.4689632045,4620101.02,293331,5036570,1,27.94,27.9
64507,-73.6249153526,45.5703560972,4620262.00,295050,5047835,1,28.89,28.9
64527,-73.6229552395,45.5116528542,4620125.00,295193,5041311,1,25.95,26.0
64536,-73.5986428519,45.5363590398,4620211.00,297096,5044054,2,29.66,59.3
64552,-73.5661344737,45.5483503154,4620187.02,299636,5045384,2,26.13,52.3
64574,-73.6182994997,45.519153447,4620367.00,295558,5042144,4,19.75,79.0
64580,-73.6492624367,45.5140240856,4620403.00,293138,5041578,3,26.95,80.9
64589,-73.5876079508,45.4883074973,4620351.00,297952,5038713,1,25.6,25.6
64605,-73.6316749028,45.496849719,4620117.00,294509,5039667,5,20.8,104.0
64612,-73.6403772649,45.533552875,4620224.00,293836,5043747,1,32.22,32.2
64632,-73.6534395682,45.5769261117,4620275.00,292825,5048569,3,18.41,55.2
64634,-73.6027543572,45.5371202775,4620212.00,296775,5044139,1,28.18,28.2
64637,-73.5390813739,45.541029107,4620022.00,301748,5044569,2,20.81,41.6
64641,-73.514906317,45.59363005,4620006.00,303637,5050414,5,28.69,143.5
64643,-73.5956898612,45.4938530563,4620128.00,297321,5039330,3,25.91,77.7
64655,-73.6708033973,45.5521470536,4620279.00,291464,5045818,5,26.39,132.0
64676,-73.5715967386,45.5635992201,4620199.00,299211,5047079,1,27.03,27.0
64744,-73.6385247886,45.4882391021,4620112.02,293972,5038711,3,18.66,56.0
64763,-73.6927311238,45.5449314722,4620282.00,289750,5045020,1,29.31,29.3
64770,-73.6312305011,45.5258611284,4620221.00,294549,5042891,4,18.42,73.7
64781,-73.6496968688,45.4702820616,4620380.00,293095,5036717,1,30.67,30.7
64782,-73.6154053879,45.5122726235,4620362.00,295783,5041379,3,25.27,75.8
64805,-73.5882710469,45.4869302232,4620351.00,297900,5038560,1,25.6,25.6
64817,-73.5669129837,45.556862303,4620188.01,299576,5046330,1,27.03,27.0
64823,-73.6148498366,45.4719421402,4620104.00,295820,5036897,2,29.34,58.7
64827,-73.6281452666,45.4976545943,4620116.00,294785,5039756,5,34.67,173.4
64832,-73.615417613,45.4681442082,4620097.01,295775,5036475,1,25.34,25.3
64840,-73.6615084636,45.5041451581,4620402.00,292179,5040482,4,24.95,99.8
64848,-73.6088366125,45.5239590027,4620364.00,296298,5042677,6,27.31,163.9
64854,-73.6013213276,45.5234440087,4620168.00,296885,5042619,1,43.13,43.1
64858,-73.6306560177,45.5762975648,4620260.00,294603,5048496,1,28.89,28.9
64865,-73.6358891064,45.5306698207,4620222.00,294186,5043426,4,18.42,73.7
64868,-73.5406150097,45.6079850506,4620193.00,301632,5052010,2,22.89,45.8
64887,-73.6407440087,45.4649573409,4620100.00,293794,5036124,2,19.54,39.1
64890,-73.5293314132,45.5556003692,4620016.00,302510,5046188,2,20.81,41.6
64897,-73.5197077947,45.5795019945,4620009.00,303262,5048844,2,27.24,54.5
64913,-73.6391866939,45.5076569283,4620121.00,293924,5040869,3,30.62,91.9
64945,-73.5246104378,45.5971916921,4620007.00,302880,5050810,2,20.63,41.3
64949,-73.5344791931,45.5535922997,4620018.00,302108,5045965,1,26.2,26.2
64961,-73.611497841,45.5167487153,4620362.00,296089,5041876,2,19.22,38.4
64979,-73.5757355773,45.5262803352,4620141.00,298884,5042932,1,27.55,27.6
64981,-73.5988949367,45.5486865861,4620206.00,297078,5045424,2,19.94,39.9
65000,-73.5537346555,45.5454053587,4620031.00,300604,5045056,2,20.81,41.6
65010,-73.6117608543,45.533224521,4620218.00,296071,5043707,2,24.86,49.7
65023,-73.6279612788,45.467257992,4620099.00,294794,5036378,4,23.61,94.4
65031,-73.5995476009,45.5411543883,4620209.00,297026,5044587,2,29.66,59.3
65043,-73.5799566038,45.550861017,4620183.00,298557,5045664,2,26.13,52.3
65056,-73.6484896833,45.541389202,4620267.00,293204,5044619,3,18.41,55.2
65067,-73.6370881586,45.5130405206,4620121.00,294089,5041467,5,20.8,104.0
65074,-73.6147996017,45.5479428429,4620243.00,295836,5045343,3,18.5,55.5
65112,-73.6392621834,45.5693766876,4620263.00,293930,5047728,4,25.07,100.3
65114,-73.6312905504,45.5021412419,4620122.00,294540,5040255,1,27.57,27.6
65124,-73.5734479791,45.5194610425,4620135.00,299062,5042174,1,35.12,35.1
65132,-73.6124111402,45.4675713033,4620094.01,296010,5036411,3,20.34,61.0
65139,-73.6214071555,45.4821306274,4620109.00,295309,5038030,2,30.37,60.7
65140,-73.5831259553,45.4592367686,4620086.00,298299,5035482,1,25.18,25.2
65153,-73.7002057885,45.5401764764,4620284.00,289165,5044493,2,28.72,57.4
65158,-73.5758039253,45.5295107122,4620146.00,298879,5043291,1,27.55,27.6
65160,-73.6287666083,45.5120243847,4620124.00,294739,5041353,3,30.62,91.9
65167,-73.6064767665,45.4469254249,4620091.00,296471,5034116,1,28.46,28.5
65177,-73.6270262851,45.5746999583,4620261.00,294886,5048318,2,28.56,57.1
65199,-73.6464432553,45.571905235,4620273.00,293370,5048010,1,25.84,25.8
65202,-73.5869066368,45.523077952,4620161.00,298011,5042577,1,27.55,27.6
65203,-73.6169275088,45.5056482376,4620126.00,295663,5040643,1,35.06,35.1
65215,-73.6356388973,45.5437537577,4620226.00,294208,5044880,2,19.57,39.1
65219,-73.6141359896,45.466777726,4620094.01,295875,5036323,1,27.94,27.9
65255,-73.6252314347,45.5453943452,4620236.00,295021,5045061,1,28.18,28.2
65266,-73.6169915841,45.5489214401,4620240.00,295665,5045452,6,24.2,145.2
65286,-73.5576426176,45.572497461,4620190.02,300301,5048067,4,21.3,85.2
65301,-73.6348702099,45.5007513129,4620118.00,294260,5040101,2,19.64,39.3
65366,-73.6178108336,45.5119372266,4620362.00,295595,5041342,3,17.33,52.0
65379,-73.6156552799,45.4717973518,4620104.00,295757,5036881,3,24.71,74.1
65393,-73.6107352052,45.5651336958,4620257.00,296156,5047253,3,16.37,49.1
65398,-73.5940712161,45.5436965692,4620208.00,297454,5044869,2,19.57,39.1
65428,-73.6219035272,45.4987592353,4620127.01,295273,5039878,2,30.37,60.7
65437,-73.5716516069,45.546295362,4620181.00,299205,5045156,1,27.03,27.0
65444,-73.5859954021,45.5215309168,4620161.00,298082,5042405,2,29.77,59.5
65447,-73.61364994,45.5430488827,4620245.00,295925,5044799,1,28.18,28.2
65457,-73.6358593455,45.5129879982,4620121.00,294185,5041461,2,30.37,60.7
65490,-73.5578118959,45.5876325303,4620195.03,300289,5049749,4,28.69,114.8
65519,-73.6494663157,45.5620121553,4620272.00,293132,5046911,1,25.84,25.8
65521,-73.6308024208,45.4626385481,4620097.02,294571,5035865,3,24.71,74.1
65539,-73.6098601717,45.5499813288,4620242.00,296222,5045569,4,30.7,122.8
65552,-73.6202115365,45.5274209792,4620220.00,295410,5043063,4,24.2,96.8
65565,-73.7209210319,45.5295471981,4620287.01,287544,5043316,1,25.84,25.8
65578,-73.5859021766,45.5359734025,4620175.00,298091,5044010,1,43.13,43.1
65594,-73.6310369303,45.4810671663,4620110.00,294556,5037913,3,30.62,91.9
65605,-73.5672772329,45.5508241962,4620187.02,299547,5045659,1,27.03,27.0
65623,-73.6436099897,45.4705778278,4620101.02,293571,5036749,1,25.34,25.3
65636,-73.6246804664,45.4698981762,4620103.00,295051,5036671,5,26.87,134.4
65646,-73.5752770998,45.5664493255,4620198.00,298924,5047396,3,15.75,47.3
65656,-73.6489027733,45.5523486686,4620265.00,293174,5045837,1,25.84,25.8
65660,-73.6314913644,45.5169434124,4620400.00,294527,5041900,2,26.25,52.5
65683,-73.6004735987,45.5506018585,4620249.00,296955,5045637,3,17.83,53.5
65686,-73.5829237232,45.5480064225,4620180.00,298325,5045347,1,34.29,34.3
65722,-73.5924545528,45.5183404367,4620163.00,297577,5042051,2,29.77,59.5
65736,-73.6069098852,45.554294339,4620249.00,296453,5046048,1,28.89,28.9
65739,-73.6444491246,45.5336917728,4620224.00,293518,5043763,4,24.2,96.8
65755,-73.6092243597,45.479551368,4620353.00,296261,5037742,2,27.27,54.5
65760,-73.6331913718,45.46166395,4620099.00,294384,5035757,1,27.94,27.9
65765,-73.6495394743,45.4591241385,4620098.00,293105,5035477,2,29.34,58.7
65784,-73.5419762532,45.6110439675,4620194.00,301526,5052350,2,28.95,57.9
65789,-73.650733095,45.5519053488,4620265.00,293031,5045788,3,18.41,55.2
65798,-73.5703269163,45.5520461356,4620186.00,299309,5045795,1,27.03,27.0
65802,-73.6139887737,45.4952490174,4620115.02,295891,5039487,4,29.1,116.4
65814,-73.5102157112,45.5961770804,4620005.00,304003,5050697,1,25.82,25.8
65821,-73.5568771483,45.5376472428,4620033.00,300358,5044194,1,26.2,26.2
65829,-73.5673741565,45.4818333347,4620076.00,299533,5037992,2,28.63,57.3
65835,-73.5824983896,45.537397655,4620177.00,298357,5044168,2,29.77,59.5
65842,-73.6939311376,45.5326646567,4620283.01,289653,5043657,4,26.39,105.6
65845,-73.5193840509,45.6068658427,4620003.00,303288,5051885,1,28.63,28.6
65866,-73.5951544072,45.5557354732,4620202.00,297371,5046207,2,28.09,56.2
65871,-73.6333210775,45.4949851321,4620117.00,294380,5039460,4,20.8,83.2
65876,-73.6072205135,45.4953455553,4620115.02,296420,5039497,1,25.95,26.0
65893,-73.6028518367,45.4570880655,4620093.00,296756,5035245,1,25.18,25.2
65900,-73.6603888615,45.4613590445,4620381.00,292257,5035727,2,28.75,57.5
65924,-73.6508254722,45.4570797878,4620098.00,293004,5035250,1,27.94,27.9
65926,-73.5963493841,45.4529274268,4620092.00,297264,5034782,1,25.18,25.2
65936,-73.5731434183,45.4819737616,4620078.00,299082,5038008,2,17.64,35.3
65957,-73.5978541331,45.5393201837,4620211.00,297158,5044383,2,29.66,59.3
65987,-73.6619536297,45.4764113018,4620383.02,292138,5037400,1,30.67,30.7
66014,-73.5677547866,45.5752004048,4620196.00,299512,5048368,2,19.94,39.9
66018,-73.5509080324,45.5776926892,4620190.01,300827,5048644,2,20.63,41.3
66022,-73.5625564491,45.5554610297,4620188.02,299916,5046174,2,19.94,39.9
66035,-73.552263458,45.5746686434,4620190.01,300721,5048308,1,25.82,25.8
66041,-73.5973742662,45.4615561221,4620093.00,297185,5035741,2,19.94,39.9
66055,-73.5566725763,45.5379442909,4620033.00,300374,5044227,2,30.45,60.9
66060,-73.5684433461,45.477441447,4620075.00,299449,5037504,4,24.91,99.6
66062,-73.5971991793,45.5605028736,4620252.00,297212,5046737,1,21.16,21.2
66066,-73.6087061328,45.5559033482,4620249.00,296313,5046227,6,20.42,122.5
66080,-73.6062945651,45.5268318845,4620167.00,296497,5042996,2,17.86,35.7
66081,-73.6486569245,45.5659724786,4620272.00,293196,5047351,2,28.72,57.4
66094,-73.589461121,45.4548047191,4620089.00,297803,5034990,1,25.18,25.2
66096,-73.6543176246,45.5793904665,4620275.00,292757,5048843,1,29.31,29.3
66099,-73.6083503715,45.5240674457,4620165.00,296336,5042689,4,15.39,61.6
66115,-73.5848779848,45.4849711311,4620350.00,298165,5038342,5,47.85,239.3
66122,-73.6619536297,45.4764113018,4620383.02,292138,5037400,2,22.12,44.2
66130,-73.5994212693,45.4621572579,4620093.00,297025,5035808,2,28.63,57.3
66142,-73.5958188919,45.5171228793,4620363.00,297314,5041916,1,27.14,27.1
66146,-73.6313371119,45.478133321,4620370.00,294532,5037587,1,24.04,24.0
66162,-73.6313371119,45.478133321,4620370.00,294532,5037587,1,24.04,24.0
66175,-73.6689626101,45.5362226835,4620268.01,291604,5044048,3,30.68,92.0
66187,-73.5991919041,45.5427744041,4620209.00,297054,5044767,2,23.09,46.2
66194,-73.627148494,45.5493605045,4620239.00,294872,5045502,2,25.66,51.3
66216,-73.5651283673,45.5532280018,4620187.02,299715,5045926,1,34.29,34.3
66222,-73.5736850973,45.5638138522,4620199.00,299048,5047103,3,25.24,75.7
66225,-73.5651535685,45.530696072,4620149.00,299711,5043422,3,17.9,53.7
66229,-73.5991843138,45.4582881097,4620093.00,297043,5035378,2,19.94,39.9
66230,-73.6175920353,45.4683129616,4620097.01,295605,5036494,3,20.34,61.0
66238,-73.5904845626,45.4871444542,4620351.00,297727,5038584,2,27.27,54.5
66259,-73.5949668122,45.4747229335,4620082.00,297375,5037204,2,28.63,57.3
66267,-73.6219353516,45.5490512455,4620239.00,295279,5045467,1,32.22,32.2
66273,-73.6199802511,45.5450850384,4620245.00,295431,5045026,1,32.22,32.2
66305,-73.5612399222,45.5461934377,4620187.02,300018,5045144,1,24.69,24.7
66309,-73.6298573056,45.5466309544,4620238.00,294660,5045199,1,28.18,28.2
66321,-73.5787657932,45.5510598081,4620183.00,298650,5045686,3,26.21,78.6
66330,-73.6639883524,45.560489509,4620278.00,291998,5046744,4,21.9,87.6
66339,-73.6380158088,45.4684070908,4620100.00,294008,5036507,4,16.92,67.7
66361,-73.6636084281,45.5531654003,4620279.00,292026,5045930,1,29.31,29.3
66374,-73.5812008859,45.5611182545,4620201.00,298461,5046804,1,27.03,27.0
66378,-73.5397142313,45.5487044934,4620025.00,301699,5045422,1,26.2,26.2
66390,-73.6571304577,45.4621914348,4620381.00,292512,5035819,3,34.1,102.3
66398,-73.5921981551,45.4632071417,4620087.00,297590,5035924,2,28.63,57.3
66399,-73.5793331653,45.5446885769,4620180.00,298605,5044978,1,34.29,34.3
66418,-73.6370496988,45.5709900634,4620263.00,294103,5047907,1,28.89,28.9
66421,-73.5127906165,45.5897790384,4620008.00,303802,5049986,2,20.63,41.3
66431,-73.6004257294,45.4589259186,4620093.00,296946,5035449,4,29.02,116.1
66437,-73.5989490611,45.5357378869,4620210.00,297072,5043985,3,18.5,55.5
66439,-73.581392408,45.5518138285,4620183.00,298445,5045770,3,26.24,78.7
66447,-73.5767769369,45.5577469355,4620201.00,298806,5046429,1,24.69,24.7
66454,-73.6363508845,45.4727193632,4620102.00,294139,5036986,2,29.34,58.7
66460,-73.5923955742,45.5604978615,4620252.00,297587,5046736,1,28.89,28.9
66472,-73.6338997717,45.5447906214,4620237.00,294344,5044995,3,27.2,81.6
66488,-73.5885721001,45.4586207774,4620088.00,297873,5035414,1,28.46,28.5
66492,-73.6279800354,45.5828063719,4620259.00,294813,5049219,3,27.29,81.9
66516,-73.5617147876,45.5354311309,4620150.00,299980,5043948,2,17.86,35.7
66517,-73.6141077593,45.554134404,4620241.00,295891,5046031,2,29.66,59.3
66527,-73.5585171775,45.5510179849,4620187.02,300231,5045680,1,27.03,27.0
66530,-73.6041896142,45.5377578622,4620212.00,296663,5044210,2,24.86,49.7
66543,-73.5779635347,45.5729173193,4620197.00,298715,5048115,1,27.03,27.0
66556,-73.5616642726,45.5477859193,4620187.02,299985,5045321,1,27.03,27.0
66578,-73.6264240975,45.540434931,4620230.00,294927,5044510,1,35.8,35.8
66580,-73.5881127854,45.5412987562,4620179.00,297919,5044602,1,34.29,34.3
66585,-73.5833697948,45.5552047807,4620202.00,298291,5046147,1,27.03,27.0
66618,-73.6276796642,45.4841304456,4620109.00,294819,5038253,2,30.37,60.7
66638,-73.5761775181,45.559672982,4620201.00,298853,5046643,1,27.03,27.0
66660,-73.6212701604,45.5374980504,4620232.00,295329,5044183,4,30.7,122.8
66683,-73.6463557255,45.5678021109,4620273.00,293376,5047554,2,28.72,57.4
66690,-73.5541947373,45.5310977257,4620037.00,300567,5043466,1,26.84,26.8
66693,-73.6032266865,45.4523005217,4620092.00,296726,5034713,2,17.18,34.4
66713,-73.6554678294,45.5550664228,4620271.00,292662,5046140,4,26.39,105.6
66715,-73.5870022363,45.5269651861,4620160.00,298004,5043009,1,27.55,27.6
66722,-73.6716395892,45.5407358768,4620280.00,291396,5044550,2,21.56,43.1
66723,-73.5464087487,45.5444547432,4620027.00,301176,5044950,2,20.81,41.6
66739,-73.6279244465,45.5018481129,4620123.00,294803,5040222,2,30.37,60.7
66770,-73.7200172489,45.5308807039,4620287.01,287615,5043464,1,35.65,35.7
66772,-73.6705193436,45.5513916162,4620279.00,291486,5045734,2,28.72,57.4
66793,-73.5914599404,45.4495300087,4620089.00,297646,5034404,3,18.44,55.3
66836,-73.6047329266,45.4786287321,4620353.00,296612,5037639,2,20.11,40.2
66840,-73.6016526282,45.5439150335,4620209.00,296862,5044894,2,29.66,59.3
66841,-73.5964656922,45.5585508554,4620251.02,297269,5046520,3,16.37,49.1
66862,-73.5283038217,45.6008081447,4620004.00,302592,5051212,2,22.89,45.8
66863,-73.5922051232,45.5615328244,4620252.00,297602,5046851,2,21.11,42.2
66870,-73.6002330266,45.5521587851,4620249.00,296974,5045810,2,28.56,57.1
66872,-73.5433786265,45.550808776,4620026.00,301413,5045656,2,20.81,41.6
66890,-73.6396555327,45.5574984049,4620264.01,293897,5046408,3,30.68,92.0
66894,-73.631123852,45.5075044964,4620122.00,294554,5040851,3,30.62,91.9
66899,-73.6449846213,45.4680025248,4620101.01,293463,5036463,5,28.2,141.0
66919,-73.6098873287,45.5179020721,4620362.00,296215,5042004,4,17.47,69.9
66924,-73.6339350973,45.5596648573,4620264.01,294344,5046648,1,29.31,29.3
66960,-73.6178880506,45.5489115202,4620240.00,295595,5045451,1,32.22,32.2
66963,-73.6228477195,45.538702147,4620231.00,295206,5044317,2,19.57,39.1
66965,-73.5341492203,45.5586044777,4620015.00,302134,5046522,1,26.2,26.2
66973,-73.5942937485,45.4622695877,4620087.00,297426,5035820,1,35.59,35.6
66981,-73.6014213714,45.5363746035,4620211.00,296879,5044056,2,24.86,49.7
66991,-73.6231258301,45.5253212494,4620221.00,295182,5042830,3,30.83,92.5
66998,-73.612723356,45.4766414629,4620108.00,295987,5037419,4,16.92,67.7
67008,-73.5818986199,45.5211559946,4620139.00,298402,5042363,4,25.64,102.6
67010,-73.6075180022,45.5507934093,4620242.00,296405,5045659,3,30.83,92.5
67025,-73.56297948,45.5328389069,4620150.00,299881,5043660,1,27.55,27.6
67028,-73.57281584,45.5354875828,4620155.00,299113,5043955,2,17.86,35.7
67031,-73.6334778915,45.4638682467,4620099.00,294362,5036002,1,25.34,25.3
67036,-73.5399795254,45.5796766649,4620012.01,301680,5048864,3,24.38,73.1
67063,-73.6352143624,45.4788036825,4620370.00,294229,5037662,5,33.29,166.5
67087,-73.621981019,45.4813111558,4620108.00,295264,5037939,2,19.54,39.1
67093,-73.6355356819,45.495450445,4620118.00,294207,5039512,3,25.91,77.7
67106,-73.5698999004,45.5588581467,4620185.00,299343,5046552,2,19.94,39.9
67107,-73.6391126449,45.4827853219,4620370.00,293925,5038105,1,24.04,24.0
67112,-73.5270764672,45.6075571449,4620003.00,302688,5051962,1,25.82,25.8
67126,-73.6030066012,45.5630623109,4620253.00,296759,5047022,4,29.17,116.7
67135,-73.6072621489,45.5307452796,4620216.00,296422,5043431,2,25.66,51.3
67167,-73.6334431016,45.5574518408,4620264.02,294382,5046402,2,19.01,38.0
67197,-73.6431372687,45.5616423307,4620264.01,293626,5046869,2,19.32,38.6
67205,-73.6203865539,45.4714055288,4620104.00,295387,5036838,2,17.73,35.5
