stop_id,mtmx,mtmy,lat,lng,wheelchair,SRIDU,stop_name,countStopTimes,countStopTimesSemaine,countStopTimesSamedi,countStopTimesDimanche
107402,294745.60,5036612.00,45.469363,-73.628585,1,4620101.02,de Monkland / Grand Boulevard,1038,257,210,183
107403,294688.60,5036615.21,45.469391,-73.629314,1,4620101.02,Grand Boulevard / de Monkland,604,168,120,100
107404,294737.96,5036577.79,45.469055,-73.628682,1,4620101.02,de Monkland / Grand Boulevard,371,81,74,72
107413,295021.57,5049056.15,45.581344,-73.625304,1,4620260.00,Pie-IX / des Grandes-Prairies,1314,411,235,198
107416,294961.51,5049127.15,45.581982,-73.626075,1,4620260.00,Pie-IX / 53e Rue,1387,448,248,201
107423,294749.86,5037906.11,45.481008,-73.628557,1,4620114.00,Earnscliffe / Snowdon,172,52,40,0
107432,294902.28,5045819.17,45.552215,-73.626767,1,4620241.00,Crémazie / Chambord,418,88,84,82
107434,294921.09,5045762.35,45.551704,-73.626525,1,4620241.00,Crémazie / Chambord,415,87,82,82
107442,294933.70,5045190.12,45.546555,-73.626352,1,4620233.00,Jarry / Saint-Hubert,581,158,112,89
107443,294911.97,5045177.70,45.546443,-73.62663,1,4620233.00,Saint-Hubert / Jarry,348,68,70,70
107444,294935.13,5045160.22,45.546286,-73.626333,1,4620233.00,Jarry / Saint-Hubert,585,150,116,91
107446,294905.98,5045195.16,45.5466,-73.626707,1,4620233.00,Saint-Hubert / Jarry,342,68,70,68
107451,294858.49,5039862.72,45.498616,-73.627207,1,4620123.00,Côte-des-Neiges / Côte-Sainte-Catherine,1553,396,315,246
107452,294841.41,5039885.64,45.498822,-73.627426,1,4620123.00,Côte-Sainte-Catherine / Côte-des-Neiges,412,102,76,78
107453,294821.07,5039872.45,45.498703,-73.627686,1,4620123.00,Côte-des-Neiges / Côte-Sainte-Catherine,1440,352,286,238
107455,294837.13,5039847.20,45.498476,-73.62748,1,4620123.00,Côte-Sainte-Catherine / Côte-des-Neiges,444,116,82,82
107457,294783.12,5039794.16,45.497998,-73.62817,1,4620123.00,Côte-Sainte-Catherine / Côte-des-Neiges,412,102,76,78
107462,294816.01,5038406.20,45.485509,-73.627721,1,4620114.00,Station Snowdon (Queen-Mary / Westbury),296,74,57,55
107464,294809.60,5038360.65,45.485099,-73.627802,1,4620114.00,Station Snowdon (Queen-Mary / Circle),1414,359,290,248
107471,294965.50,5044654.64,45.541737,-73.625934,1,4620234.00,Saint-Denis / Gounod,488,152,126,70
107473,294939.63,5044646.12,45.54166,-73.626265,1,4620234.00,Saint-Denis / Gounod,392,102,74,72
107482,294894.59,5041394.49,45.5124,-73.626776,1,4620400.00,Barclay / Wilderton,458,104,96,86
107491,294950.57,5043057.81,45.527368,-73.626093,1,4620219.00,Champagneur / Ogilvy,603,123,126,118
107492,294936.61,5043071.95,45.527495,-73.626272,1,4620219.00,Ogilvy / Champagneur,921,283,163,153
107494,294962.20,5043101.69,45.527763,-73.625945,1,4620219.00,Ogilvy / Bloomfield,314,58,64,64
107501,294859.83,5038879.43,45.489768,-73.62717,1,4620114.00,Victoria / Jean-Brillant,450,90,96,88
107503,294830.68,5038882.04,45.489791,-73.627543,1,4620114.00,Victoria / Jean-Brillant,436,88,90,86
107512,294831.82,5036746.33,45.470573,-73.627485,1,4620100.00,de Monkland / Hingston,1038,257,210,183
107514,294828.88,5036718.22,45.47032,-73.627522,1,4620100.00,de Monkland / Hingston,975,249,194,172
107523,294943.80,5043120.39,45.527931,-73.626181,1,4620219.00,Bloomfield / Ogilvy,1451,400,281,248
107532,294964.19,5042724.73,45.524371,-73.625912,1,4620166.00,Station Acadie (Jean-Talon / de l'Acadie),828,166,164,166
107534,294968.66,5042685.61,45.524019,-73.625854,1,4620166.00,Station Acadie (Jean-Talon / de l'Acadie),1043,215,216,204
107536,294934.67,5042730.22,45.52442,-73.62629,1,4620220.00,Station Acadie (Jean-Talon / de l'Acadie),314,58,64,64
107548,295075.33,5045832.35,45.552336,-73.624551,1,4620241.00,Rousselot / Crémazie,24,24,0,0
107551,295040.69,5044146.65,45.537167,-73.624961,1,4620234.00,Saint-Laurent / Villeray,827,204,209,138
107553,295006.31,5044136.59,45.537076,-73.625401,1,4620234.00,Saint-Laurent / Villeray,665,173,141,117
107562,295015.33,5043260.97,45.529197,-73.625268,1,4620218.00,Ogilvy / Querbes,921,283,163,153
107564,295015.52,5043229.07,45.52891,-73.625265,1,4620218.00,Ogilvy / Querbes,900,283,159,144
107572,294911.17,5037680.37,45.478979,-73.626489,1,4620114.00,Côte-Saint-Luc / Clanranald,375,79,77,73
107576,294877.97,5037695.53,45.479115,-73.626914,1,4620114.00,Clanranald / Côte-Saint-Luc,172,52,40,0
107581,294920.26,5038091.98,45.482683,-73.626381,1,4620114.00,Décarie / Snowdon,390,88,74,76
107583,294861.36,5038067.74,45.482464,-73.627134,1,4620114.00,Décarie / Snowdon,388,84,76,76
107592,295074.71,5045387.04,45.548329,-73.62455,1,4620233.00,Jarry / Christophe-Colomb,581,158,112,89
107594,295057.77,5045339.84,45.547904,-73.624766,1,4620233.00,Jarry / Christophe-Colomb,585,150,116,91
107602,294895.98,5036129.79,45.465026,-73.626652,1,4620104.00,Sherbrooke / Benny,1442,384,302,244
107604,294885.38,5036102.25,45.464778,-73.626787,1,4620104.00,Sherbrooke / Benny,1589,440,318,259
107613,295067.89,5047832.73,45.570336,-73.624686,1,4620263.00,Saint-Michel / Émile-Journault,1211,388,212,181
107616,295104.27,5047836.68,45.570372,-73.62422,1,4620263.00,Saint-Michel / Émile-Journault,1254,401,224,179
107622,294946.09,5038610.25,45.487347,-73.626061,1,4620114.00,Queen-Mary / Ponsard,1419,377,283,248
107642,294990.48,5040906.81,45.508013,-73.625539,1,4620124.00,Van Horne / Darlington,795,225,144,142
107644,294986.29,5040872.92,45.507708,-73.625592,1,4620124.00,Van Horne / Darlington,717,205,134,126
107652,295032.79,5042888.76,45.525848,-73.625037,1,4620219.00,Jean-Talon / Wiseman,1379,283,286,270
107654,295039.86,5042861.53,45.525603,-73.624946,1,4620219.00,Jean-Talon / Wiseman,1107,227,230,216
107664,294928.17,5038548.05,45.486787,-73.626289,1,4620114.00,Queen-Mary / Lemieux,1414,359,290,248
107672,294985.02,5040111.56,45.500857,-73.625593,1,4620123.00,Côte-Sainte-Catherine / Decelles,412,102,76,78
107674,294980.27,5040072.90,45.500509,-73.625653,1,4620123.00,Côte-Sainte-Catherine / Decelles,444,116,82,82
107681,294972.12,5037658.71,45.478785,-73.625709,1,4620114.00,Girouard / Côte-Saint-Luc,368,76,76,72
107684,294927.33,5037665.45,45.478845,-73.626282,1,4620114.00,Côte-Saint-Luc / Girouard,737,155,153,143
107692,294937.01,5036909.97,45.472047,-73.626143,1,4620108.00,de Monkland / Royal,1038,257,210,183
107694,294927.88,5036872.31,45.471708,-73.626259,1,4620107.00,de Monkland / Royal,975,249,194,172
107701,295094.08,5043369.42,45.530174,-73.624262,1,4620218.00,Station Parc (Hutchison / Ogilvy),921,283,163,153
107704,295068.99,5043357.35,45.530065,-73.624583,1,4620218.00,Station Parc (Ogilvy / Hutchison),900,283,159,144
107705,295092.58,5043411.10,45.530549,-73.624282,1,4620218.00,Station Parc (Ogilvy / Hutchison),630,118,128,128
107709,295133.57,5043352.69,45.530024,-73.623756,1,4620218.00,Station Parc (Hutchison / Ogilvy),812,160,166,162
107711,295114.28,5045069.37,45.545471,-73.624037,1,4620244.00,Saint-Hubert / Gounod,342,68,70,68
107713,295087.89,5045072.08,45.545495,-73.624375,1,4620234.00,Saint-Hubert / Gounod,348,68,70,70
107720,294689.39,5035256.42,45.457164,-73.629276,1,4620100.00,Saint-Jacques / No 6910,647,168,130,107
107731,295228.29,5048957.70,45.580461,-73.622653,2,4620260.00,Pie-IX / 48e Rue,1313,374,248,201
107746,294997.78,5039773.04,45.497811,-73.625423,1,4620123.00,Côte-des-Neiges / Saint-Kevin,1553,396,315,246
107748,295030.70,5039734.09,45.497461,-73.625001,1,4620123.00,Côte-des-Neiges / Saint-Kevin,1440,352,286,238
107753,295061.97,5041657.72,45.514771,-73.624639,1,4620400.00,Barclay / de Vimy,458,104,96,86
107763,295154.61,5045956.80,45.553457,-73.623538,1,4620242.00,Fabre / Crémazie,423,89,86,82
107764,295147.87,5045938.48,45.553292,-73.623624,1,4620242.00,Crémazie / Fabre,415,87,82,82
107767,295109.60,5045980.21,45.553667,-73.624115,1,4620242.00,Crémazie / Fabre,418,88,84,82
107771,295447.91,5045984.36,45.553709,-73.619782,1,4620242.00,Papineau / Crémazie,588,158,110,100
107773,295199.50,5046104.65,45.554788,-73.622966,1,4620242.00,Papineau / Crémazie,599,166,110,99
107776,295235.70,5046140.27,45.555109,-73.622503,1,4620242.00,Papineau / Crémazie,588,158,110,100
107778,295319.43,5046009.12,45.55393,-73.621428,1,4620249.00,Papineau / Crémazie Sud,599,166,110,99
107783,294885.09,5035865.10,45.462644,-73.626786,1,4620100.00,Cavendish / de Maisonneuve,342,72,72,66
107789,294887.16,5035887.43,45.462845,-73.62676,1,4620100.00,Cavendish / No 2525,588,142,116,110
107792,295109.08,5043071.35,45.527492,-73.624064,1,4620218.00,Jean-Talon / Bloomfield,828,166,164,166
107794,295115.91,5043043.22,45.527239,-73.623976,1,4620218.00,Jean-Talon / Bloomfield,504,104,104,98
107828,295299.67,5048885.13,45.579809,-73.621737,1,4620261.00,Pie-IX / 46e Rue,1314,411,235,198
107831,295065.82,5038745.87,45.488569,-73.624532,1,4620114.00,Victoria / Queen-Mary,396,80,82,78
107832,295046.78,5038769.90,45.488785,-73.624776,1,4620114.00,Queen-Mary / Victoria,1473,387,297,258
107833,295029.10,5038755.04,45.488651,-73.625002,1,4620114.00,Victoria / Queen-Mary,436,88,90,86
107834,295046.73,5038736.23,45.488482,-73.624776,1,4620114.00,Queen-Mary / Victoria,1414,359,290,248
107836,295012.96,5038781.40,45.488888,-73.625209,1,4620114.00,Victoria / Dornal,396,80,82,78
107842,295034.59,5037060.96,45.473407,-73.624898,1,4620109.00,de Monkland / de Melrose,1038,257,210,183
107844,295030.48,5037031.85,45.473145,-73.62495,1,4620108.00,de Monkland / de Melrose,975,249,194,172
107852,295100.92,5041128.45,45.510009,-73.62413,1,4620124.00,Van Horne / Wilderton,795,225,144,142
107854,295107.27,5041087.99,45.509645,-73.624048,1,4620124.00,Van Horne / Wilderton,717,205,134,126
107862,295162.79,5043199.51,45.528646,-73.623379,1,4620218.00,Jean-Talon / Querbes,512,106,100,102
107863,295141.67,5043183.98,45.528506,-73.623649,1,4620218.00,Querbes / Jean-Talon,316,60,64,64
107864,295165.07,5043161.05,45.5283,-73.623349,1,4620218.00,Jean-Talon / Querbes,504,104,104,98
107871,295059.90,5037601.79,45.478274,-73.624585,1,4620114.00,Girouard / de Terrebonne,562,140,114,76
107878,295064.48,5037582.11,45.478097,-73.624526,1,4620114.00,Girouard / Guillaume-Couture,560,136,116,76
107891,295210.01,5044553.79,45.540833,-73.622801,1,4620247.00,Saint-Denis / Villeray,488,152,126,70
107893,295181.96,5044546.61,45.540768,-73.62316,1,4620247.00,Saint-Denis / Villeray,392,102,74,72
107902,295216.00,5045509.63,45.549434,-73.622743,1,4620243.00,Jarry / De Normanville,581,158,112,89
107904,295207.20,5045476.86,45.549139,-73.622855,1,4620243.00,Jarry / De Normanville,585,150,116,91
107912,295022.03,5036222.83,45.465865,-73.625042,1,4620105.00,Sherbrooke / Madison,1664,454,340,282
107914,295040.79,5036217.47,45.465817,-73.624802,1,4620105.00,Sherbrooke / Madison,1326,335,280,219
107924,295076.46,5037692.56,45.479091,-73.624375,1,4620114.00,de Terrebonne / Côte-Saint-Luc,390,88,74,76
107927,295063.61,5037676.24,45.478944,-73.624539,1,4620114.00,de Terrebonne / Earnscliffe,560,136,116,76
107932,295070.11,5037729.57,45.479424,-73.624457,1,4620114.00,Côte-Saint-Luc / Earnscliffe,375,79,77,73
107954,295221.13,5043295.44,45.52951,-73.622634,1,4620218.00,Station Parc (Jean-Talon / Hutchison),908,184,188,178
107961,295260.81,5044683.63,45.542002,-73.622153,1,4620247.00,Lajeunesse / Villeray,348,74,70,68
107971,295328.93,5047694.75,45.569098,-73.621339,1,4620263.00,Saint-Michel / Denis-Papin,1172,319,224,179
107973,295300.58,5047686.35,45.569022,-73.621702,1,4620263.00,Saint-Michel / Denis-Papin,1145,322,212,181
107992,295129.29,5038900.02,45.489957,-73.623723,1,4620114.00,Queen-Mary / Roslyn,1473,387,297,258
107994,295130.73,5038868.90,45.489677,-73.623704,1,4620114.00,Queen-Mary / Roslyn,1464,369,300,258
108002,295199.26,5041308.33,45.511629,-73.622875,1,4620400.00,Van Horne / Northcrest,795,225,144,142
108004,295193.66,5041272.67,45.511308,-73.622946,1,4620400.00,Van Horne / Northcrest,717,205,134,126
108011,295263.99,5044053.73,45.536334,-73.6221,1,4620214.00,Saint-Laurent / Faillon,827,204,209,138
108013,295222.43,5044047.13,45.536274,-73.622632,1,4620214.00,Saint-Laurent / Gary-Carter,665,173,141,117
108022,295102.48,5035757.74,45.461681,-73.624004,1,4620103.00,Saint-Jacques / Cavendish,1037,243,212,186
108025,295168.13,5035780.75,45.461889,-73.623165,1,4620103.00,Saint-Jacques / Cavendish,989,240,202,173
108032,295121.43,5037195.85,45.474622,-73.62379,1,4620109.00,de Monkland / Harvard,1038,257,210,183
108034,295118.96,5037168.51,45.474376,-73.623821,1,4620109.00,de Monkland / Harvard,975,249,194,172
108041,295170.09,5039664.09,45.496833,-73.623216,1,4620115.01,Station Côte-des-Neiges Ouest / Lacombe,1553,396,315,246
108043,295139.38,5039665.14,45.496842,-73.623609,1,4620113.00,Station Côte-des-Neiges Est / Lacombe,1440,352,286,238
108044,295147.71,5039640.79,45.496623,-73.623502,1,4620115.01,Station Côte-des-Neiges Est / Lacombe,426,106,80,80
108062,295136.96,5037788.03,45.479951,-73.623603,1,4620114.00,Côte-Saint-Luc / de l'Orphelinat,375,79,77,73
108074,295290.82,5044805.61,45.5431,-73.621771,1,4620247.00,Villeray / Foucher,348,74,70,68
108082,295215.96,5040473.61,45.504118,-73.622645,1,4620124.00,Côte-Sainte-Catherine / Hudson,412,102,76,78
108084,295217.63,5040444.82,45.503859,-73.622623,1,4620124.00,Côte-Sainte-Catherine / Hudson,444,116,82,82
108092,295160.91,5036326.30,45.466798,-73.623268,1,4620104.00,Sherbrooke / Grand Boulevard,1664,454,340,282
108094,295146.71,5036296.21,45.466527,-73.623449,1,4620104.00,Sherbrooke / Grand Boulevard,1326,335,280,219
108102,295343.62,5045687.24,45.551034,-73.621112,1,4620242.00,Jarry / Rousselot,581,158,112,89
108104,295343.96,5045655.68,45.55075,-73.621107,1,4620243.00,Jarry / Rousselot,585,150,116,91
108117,295082.30,5035904.24,45.462999,-73.624265,1,4620103.00,De Maisonneuve / Benny,222,70,38,38
108121,295253.18,5039922.56,45.49916,-73.622158,1,4620123.00,Decelles / Édouard-Montpetit,1390,349,285,245
108122,295238.62,5039962.81,45.499522,-73.622345,1,4620123.00,Édouard-Montpetit / Decelles,1391,367,280,243
108131,295165.80,5037934.13,45.481266,-73.623237,1,4620114.00,Décarie / Jacques-Grenier,390,88,74,76
108142,295205.13,5037327.52,45.475808,-73.622722,1,4620109.00,de Monkland / Marcil,1038,257,210,183
108144,295201.10,5037297.07,45.475534,-73.622773,1,4620109.00,de Monkland / Marcil,975,249,194,172
108161,295367.70,5044932.07,45.544239,-73.620789,1,4620247.00,Saint-Hubert / Villeray,342,68,70,68
108162,295356.40,5044947.31,45.544376,-73.620934,1,4620247.00,Villeray / Saint-Hubert,348,74,70,68
108164,295351.52,5044919.09,45.544122,-73.620996,1,4620247.00,Villeray / Saint-Hubert,348,74,70,68
108174,295234.70,5039030.99,45.491137,-73.622377,1,4620114.00,Queen-Mary / Cedar Crescent,1464,369,300,258
108177,295200.67,5039012.15,45.490967,-73.622812,1,4620114.00,Queen-Mary / Cedar Crescent,1473,387,297,258
108182,295220.99,5046116.84,45.554898,-73.622691,1,4620242.00,Crémazie / Papineau,529,199,84,82
108184,295350.22,5046028.30,45.554103,-73.621034,1,4620249.00,Crémazie / Papineau,922,260,168,164
108192,295217.83,5037911.27,45.481061,-73.622571,1,4620114.00,Côte-Saint-Luc / Décarie,375,79,77,73
108193,295168.52,5037870.22,45.480691,-73.623201,1,4620114.00,Décarie / Côte-Saint-Luc,388,84,76,76
108195,295241.21,5037915.23,45.481097,-73.622272,2,4620114.00,Côte-Saint-Luc / Décarie,375,79,77,73
108204,295209.62,5036575.60,45.469042,-73.62265,1,4620106.00,Notre-Dame-de-Grâce / Hampton,226,68,38,40
108211,295492.13,5048791.83,45.578972,-73.619269,1,4620257.00,Pie-IX / 43e Rue,1313,374,248,201
108213,295460.51,5048784.32,45.578904,-73.619674,1,4620257.00,Pie-IX / 43e Rue,1259,356,235,198
108231,295304.39,5039578.76,45.496067,-73.621496,1,4620115.01,Côte-des-Neiges / Jean-Brillant,1553,396,315,246
108233,295268.91,5039582.26,45.496098,-73.62195,1,4620115.01,Côte-des-Neiges / Jean-Brillant,1440,352,286,238
108237,295289.81,5039597.89,45.496239,-73.621683,1,4620115.01,Jean-Brillant / Côte-des-Neiges,214,54,40,40
108242,295422.82,5045812.37,45.552161,-73.6201,1,4620242.00,Jarry / Fabre,581,158,112,89
108244,295422.23,5045780.37,45.551873,-73.620107,1,4620242.00,Jarry / Fabre,585,150,116,91
108262,295321.86,5040639.47,45.505612,-73.621293,1,4620124.00,Côte-Sainte-Catherine / Darlington,412,102,76,78
108264,295321.97,5040608.25,45.505331,-73.621291,1,4620124.00,Côte-Sainte-Catherine / Darlington,444,116,82,82
108271,295289.86,5038602.28,45.48728,-73.621663,1,4620114.00,Victoria / Mira,396,80,82,78
108273,295261.57,5038607.32,45.487325,-73.622025,1,4620114.00,Victoria / Mira,386,78,80,76
108281,295423.23,5044465.34,45.54004,-73.620069,1,4620247.00,Saint-Denis / Faillon,488,152,126,70
108283,295396.12,5044458.05,45.539974,-73.620416,1,4620247.00,Saint-Denis / Faillon,392,102,74,72
108292,295401.21,5043638.89,45.532603,-73.620335,1,4620214.00,Jean-Talon / Alexandra,860,174,170,172
108294,295399.21,5043604.78,45.532296,-73.62036,1,4620214.00,Jean-Talon / Alexandra,844,172,174,166
108302,295482.37,5046215.69,45.555791,-73.619345,1,4620242.00,Crémazie / Chabot,841,177,170,164
108311,295303.59,5037444.28,45.47686,-73.621465,1,4620108.00,Girouard / de Monkland,930,216,190,148
108312,295290.79,5037461.08,45.477011,-73.621629,1,4620114.00,de Monkland / Girouard,1038,257,210,183
108313,295273.02,5037447.43,45.476888,-73.621856,1,4620114.00,Girouard / de Monkland,922,212,192,146
108314,295281.59,5037423.75,45.476675,-73.621746,1,4620114.00,de Monkland / Girouard,975,249,194,172
108326,295412.43,5043981.05,45.535682,-73.620198,1,4620247.00,Station De Castelnau Est / Saint-Laurent,827,204,209,138
108328,295456.86,5043925.86,45.535186,-73.619628,1,4620247.00,Station De Castelnau Ouest / Saint-Laurent,665,173,141,117
108331,295480.72,5045109.71,45.545839,-73.619345,1,4620247.00,Christophe-Colomb / Villeray,24,24,0,0
108332,295470.37,5045127.95,45.546003,-73.619478,1,4620247.00,Villeray / Christophe-Colomb,348,74,70,68
108333,295448.78,5045106.09,45.545806,-73.619754,1,4620247.00,Christophe-Colomb / Villeray,26,26,0,0
108334,295459.61,5045088.63,45.545649,-73.619615,1,4620247.00,Villeray / Christophe-Colomb,348,74,70,68
108342,295311.06,5036438.20,45.467807,-73.62135,1,4620094.01,Sherbrooke / Hingston,1664,454,340,282
108344,295304.53,5036413.43,45.467584,-73.621433,1,4620094.01,Sherbrooke / Hingston,1326,335,280,219
108352,295368.97,5040167.54,45.501366,-73.620681,1,4620123.00,Édouard-Montpetit / McKenna,1391,367,280,243
108354,295367.52,5040138.87,45.501108,-73.620699,1,4620123.00,Édouard-Montpetit / McKenna,1390,349,285,245
108361,295527.07,5045929.68,45.553218,-73.618767,1,4620242.00,Papineau / Jarry,588,158,110,100
108362,295517.91,5045963.15,45.553519,-73.618885,1,4620242.00,Jarry / Papineau,581,158,112,89
108363,295490.38,5045931.18,45.553231,-73.619237,1,4620249.00,Papineau / Jarry,599,166,110,99
108364,295505.89,5045912.15,45.55306,-73.619038,1,4620242.00,Jarry / Papineau,585,150,116,91
108392,295405.51,5040770.82,45.506795,-73.620225,1,4620124.00,Côte-Sainte-Catherine / Woodbury,412,102,76,78
108394,295408.52,5040744.14,45.506555,-73.620186,1,4620124.00,Côte-Sainte-Catherine / Woodbury,444,116,82,82
108404,295532.67,5046180.28,45.555473,-73.6187,1,4620242.00,Crémazie / de Bordeaux,838,176,168,164
108413,295532.97,5047539.97,45.567708,-73.618722,1,4620256.00,Saint-Michel / Robert,1221,398,212,181
108424,295364.96,5036819.19,45.471236,-73.620668,1,4620095.00,Notre-Dame-de-Grâce / de Melrose,226,68,38,40
108442,295516.92,5043817.42,45.534211,-73.618857,1,4620247.00,Jean-Talon / Clark,860,174,170,172
108444,295515.31,5043783.75,45.533908,-73.618877,1,4620247.00,Jean-Talon / Clark,844,172,174,166
108448,295566.90,5043761.56,45.533709,-73.618216,1,4620214.00,Clark / Jean-Talon,665,173,141,117
108451,295450.12,5039767.24,45.497765,-73.619635,1,4620115.02,Decelles / Jean-Brillant,1178,297,245,205
108453,295418.16,5039772.84,45.497815,-73.620044,1,4620115.02,Decelles / Jean-Brillant,1391,367,280,243
108462,295588.19,5046074.51,45.554522,-73.617987,1,4620242.00,Jarry / Chabot,581,158,112,89
108464,295590.88,5046046.83,45.554273,-73.617952,1,4620242.00,Jarry / Chabot,585,150,116,91
108481,295630.49,5046224.14,45.555869,-73.617448,1,4620242.00,De Lorimier / Crémazie,846,178,172,164
108482,295584.36,5046287.11,45.556435,-73.61804,1,4620242.00,Crémazie / De Lorimier,418,88,84,82
108491,295434.57,5037359.73,45.476101,-73.619788,1,4620353.00,Girouard / Duquette,930,216,190,148
108493,295400.81,5037364.67,45.476145,-73.62022,1,4620353.00,Girouard / Duquette,922,212,192,146
108509,295372.41,5038083.95,45.482617,-73.620597,1,4620354.00,Côte-Saint-Luc / No 5105,375,79,77,73
108521,295598.08,5044781.92,45.542891,-73.617836,1,4620213.00,Saint-Hubert / Faillon,342,68,70,68
108530,295737.98,5035336.72,45.457901,-73.61587,1,4620093.00,Notre-Dame / No 6450,477,89,112,92
108542,295446.51,5037760.12,45.479704,-73.619643,1,4620353.00,Station Villa-Maria / Terminus,722,223,140,111
108547,295422.78,5037731.81,45.479449,-73.619946,1,4620353.00,Décarie / Monkland,1755,490,347,290
108552,295428.01,5036578.50,45.469071,-73.619857,2,4620096.00,Côte-Saint-Antoine / Royal,222,70,38,38
108571,295700.39,5048660.83,45.577796,-73.616598,2,4620257.00,Pie-IX / 39e Rue,1313,374,248,201
108573,295664.48,5048655.88,45.577751,-73.617058,1,4620257.00,Pie-IX / 39e Rue,1259,356,235,198
108592,295513.10,5040393.81,45.503404,-73.618841,1,4620124.00,Édouard-Montpetit / Louis-Colin,1391,367,280,243
108594,295508.60,5040360.59,45.503105,-73.618898,1,4620124.00,Édouard-Montpetit / Louis-Colin,1390,349,285,245
108601,295584.47,5043866.44,45.534653,-73.617993,1,4620214.00,Saint-Laurent / Jean-Talon,827,204,209,138
108614,295451.72,5036955.08,45.47246,-73.619561,1,4620108.00,Notre-Dame-de-Grâce / Harvard,226,68,38,40
108621,295527.52,5039471.07,45.495101,-73.618639,1,4620115.02,Côte-des-Neiges / Queen-Mary,1553,396,315,246
108622,295503.10,5039495.56,45.495321,-73.618952,1,4620115.02,Queen-Mary / Côte-des-Neiges,1473,387,297,258
108623,295465.69,5039460.61,45.495006,-73.61943,1,4620115.02,Côte-des-Neiges / Queen-Mary,1440,352,286,238
108627,295460.39,5039421.38,45.494653,-73.619497,1,4620115.02,Queen-Mary/Oratoire Saint-Joseph,1473,387,297,258
108632,295612.19,5045355.45,45.548052,-73.617666,1,4620209.00,Villeray / Chambord,348,74,70,68
108634,295611.53,5045331.45,45.547836,-73.617674,1,4620209.00,Villeray / Chambord,348,74,70,68
108653,295570.92,5043256.90,45.529168,-73.618155,1,4620216.00,du Parc / Beaumont,964,295,173,156
108656,295572.91,5043279.35,45.52937,-73.61813,1,4620216.00,du Parc / Beaumont,981,295,175,165
108662,295470.51,5036554.21,45.468853,-73.619313,1,4620095.00,Sherbrooke / Royal,1478,420,302,244
108671,295691.72,5046185.04,45.555518,-73.616663,1,4620242.00,De Lorimier / Jarry,423,89,86,82
108672,295670.29,5046211.41,45.555755,-73.616938,1,4620242.00,Jarry / De Lorimier,581,158,112,89
108673,295645.97,5046190.67,45.555568,-73.617249,1,4620242.00,De Lorimier / Jarry,423,89,86,82
108674,295670.70,5046172.52,45.555405,-73.616932,1,4620242.00,Jarry / De Lorimier,585,150,116,91
108681,295652.06,5044370.10,45.539186,-73.617137,1,4620212.00,Saint-Denis / De Castelnau,488,152,126,70
108683,295623.39,5044363.70,45.539128,-73.617504,1,4620212.00,Saint-Denis / De Castelnau,392,102,74,72
108694,295626.63,5043910.05,45.535046,-73.617454,1,4620217.00,Jean-Talon / Saint-Dominique,844,172,174,166
108704,295544.79,5039516.50,45.49551,-73.618419,1,4620115.02,Queen-Mary / Gatineau,1464,369,300,258
108714,295506.26,5036560.60,45.468911,-73.618856,1,4620095.00,Sherbrooke / de Clifton,1363,372,280,219
108722,295677.46,5044004.77,45.535899,-73.616805,1,4620217.00,Jean-Talon / Casgrain,860,174,170,172
108734,295535.26,5037085.76,45.473637,-73.618495,1,4620108.00,Notre-Dame-de-Grâce / Marcil,226,68,38,40
108742,295631.00,5041123.66,45.509973,-73.617346,1,4620124.00,Côte-Sainte-Catherine / Déom,412,102,76,78
108752,295532.38,5035924.34,45.463186,-73.61851,1,4620094.01,Saint-Jacques / Madison,1037,243,212,186
108754,295504.03,5035897.94,45.462948,-73.618872,1,4620094.01,Saint-Jacques / Madison,989,240,202,173
108771,295744.79,5045791.78,45.55198,-73.615976,1,4620209.00,Papineau / Tillemont,588,158,110,100
108773,295714.72,5045790.94,45.551972,-73.616361,1,4620242.00,Papineau / Tillemont,599,166,110,99
108791,295800.03,5047398.45,45.566438,-73.615298,1,4620256.00,Saint-Michel / Deville,1172,319,224,179
108793,295766.46,5047393.38,45.566392,-73.615728,1,4620256.00,Saint-Michel / Deville,1145,322,212,181
108803,295579.30,5039658.47,45.496788,-73.61798,1,4620115.02,Decelles / de la Tour,1177,313,240,203
108804,295605.18,5039611.65,45.496367,-73.617648,1,4620115.02,Queen-Mary/Decelles,346,84,67,65
108811,295610.30,5037604.29,45.478304,-73.617545,1,4620108.00,Décarie / Duquette,780,241,153,118
108813,295570.83,5037613.80,45.478389,-73.61805,1,4620108.00,Décarie / Duquette,722,223,140,111
108822,295576.06,5036810.65,45.471162,-73.617968,1,4620095.00,Côte-Saint-Antoine / Wilson,222,70,38,38
108871,295778.46,5043150.47,45.528213,-73.615496,1,4620167.00,du Parc/No 6659,981,295,175,165
108882,295654.63,5040614.31,45.50539,-73.617034,1,4620124.00,Édouard-Montpetit / Woodbury,1391,367,280,243
108884,295653.42,5040586.64,45.505141,-73.617049,1,4620124.00,Édouard-Montpetit / Woodbury,1390,349,285,245
108892,295782.21,5044612.96,45.541373,-73.615475,1,4620212.00,De Castelnau / Saint-Hubert,380,80,78,74
108893,295746.30,5044571.11,45.540996,-73.615934,1,4620212.00,De Chateaubriand / De Castelnau,696,142,140,138
108901,295664.82,5039614.34,45.496392,-73.616885,1,4620115.02,Decelles / Troie,296,74,57,55
108911,295635.32,5037230.08,45.474937,-73.617218,1,4620108.00,Girouard / Notre-Dame-de-Grâce,930,216,190,148
