SRIDU;1kmCountBIXIstops;500mCountBIXIstops;1kmCountBIXIcapacity;500mCountBIXIcapacity;1kmCountAMTstops;500mCountAMTstops;1kmCountAMTcountStopTimes;500mCountAMTcountStopTimes;1kmCountSTMstops;500mCountSTMstops;1kmCountSTMcountStopTimes;500mCountSTMcountStopTimes;1kmCountSTMcountStopTimesSemaine;500mCountSTMcountStopTimesSemaine;1kmCountSTMcountStopTimesSamedi;500mCountSTMcountStopTimesSamedi;1kmCountSTMcountStopTimesDimanche;500mCountSTMcountStopTimesDimanche;age;permis;pop;hommes;femmes;statut_1;statut_2;statut_3;statut_4;statut_5;statut_6;statut_7;statut_8
4620280.00;0.5;0.0;8.6;0.0;0.9;0.2;21.9;5.5;88.1;22.4;64084.1;16350.8;17516.1;4497.1;12390.4;3155.5;10815.1;2784.4;39.4;0.276;5410.75;2547.869999999999;2862.8799999999987;1906.2299999999998;256.42999999999995;1252.7299999999998;1090.16;132.98999999999998;337.93999999999994;434.27;0
4620286.00;0.0;0.0;0.0;0.0;1.3;0.3;137.5;27.1;95.1;29.1;49597.8;14694.2;11876.3;3500.2;10237.2;3096.3;8853.5;2624.8;32.4;0.196;5164.609999999999;2544.469999999999;2620.14;1783.3599999999997;278.52;1611.3500000000001;615.99;144.74;368.5799999999999;362.0700000000001;0
4620084.00;5.3;1.4;93.3;25.4;0.4;0.0;28.6;0.0;94.1;22.5;52560.2;13862.0;11605.1;2970.6;10578.3;2838.8;10035.0;2684.2;33.0;0.392;1744.0300000000004;921.9100000000002;822.12;499.41;61.78;628.8999999999999;266.12000000000006;72.97;118.82999999999998;96.02000000000001;0
4620031.00;14.6;3.1;257.9;44.7;0.0;0.0;0.0;0.0;113.8;30.0;70035.8;18139.0;16599.1;4153.6;13998.8;3613.7;12552.5;3305.8;39.1;0.227;2384.159999999999;1232.91;1151.25;1354.6599999999999;112.52;354.54999999999995;336.25;77.17;97.12;51.89;0
4620148.00;38.6;10.5;717.3;164.3;0.0;0.0;0.0;0.0;141.8;36.2;78524.6;19443.7;19979.8;4726.7;15370.9;3871.9;13975.5;3502.6;35.1;0.213;1804.41;838.71;965.6999999999999;887.6799999999997;111.00999999999999;290.23999999999995;136.98000000000002;86.3;127.74000000000001;164.46;0
4620177.00;31.0;9.2;602.9;180.9;0.0;0.0;0.0;0.0;114.1;31.7;58877.5;15447.5;14795.2;3803.5;11329.1;2950.8;10662.7;2822.9;34.8;0.178;1738.5900000000001;962.2800000000001;776.3099999999997;1012.65;176.16;246.92999999999998;103.76;76.42;66.87;55.800000000000004;0
4620169.00;27.7;8.8;478.3;157.5;0.0;0.0;0.0;0.0;108.2;27.3;76672.0;17867.7;20534.9;5070.0;15555.0;3613.1;13286.7;2998.2;37.5;0.228;2215.37;1070.0900000000001;1145.2799999999997;1141.0200000000002;108.72;532.55;240.16000000000005;121.45;32.22;39.25;0
4620159.00;44.6;12.7;806.9;245.4;0.0;0.0;0.0;0.0;126.7;40.4;75114.3;26449.7;18737.4;6639.6;15242.4;5285.9;13460.2;4777.0;35.6;0.128;2426.780000000001;1302.2100000000005;1124.5699999999995;1353.5000000000002;40.93;507.78999999999996;246.26;99.34;89.71;89.25;0
4620128.00;9.9;1.9;159.7;34.3;0.0;0.0;0.0;0.0;90.4;23.9;85450.6;26024.6;20953.7;6387.1;17197.3;5222.4;14816.2;4499.0;44.9;0.216;3439.020000000002;1548.6000000000001;1890.4200000000012;1302.1200000000001;406.51;626.9999999999999;609.8100000000001;117.02000000000001;128.58;247.98000000000002;0
4620136.00;44.7;12.8;786.8;199.4;0.0;0.0;0.0;0.0;125.3;24.2;86403.6;15611.2;21895.7;3712.9;17659.7;3406.3;15330.4;2823.1;35.1;0.257;2491.1800000000003;1230.5699999999997;1260.61;1069.21;159.93;782.98;221.89;99.39000000000001;46.86;110.92;0
4620176.00;33.5;10.6;641.1;228.5;0.0;0.0;0.0;0.0;114.1;29.5;60097.7;14380.7;15332.7;3530.9;11525.1;2752.0;10800.2;2621.8;36.5;0.153;1886.0999999999997;858.3100000000002;1027.79;1117.9799999999996;96.61000000000001;356.36;88.21000000000001;68.58;43.23;115.13;0
4620245.00;24.4;5.3;342.9;79.3;0.0;0.0;0.0;0.0;125.2;30.3;56220.4;11527.5;13233.5;2513.2;11465.3;2344.3;10226.4;2217.6;37.9;0.259;2685.3299999999995;1009.5800000000003;1675.7500000000005;1241.2500000000002;181.84;430.28999999999996;415.21000000000004;115.26;190.27;111.21000000000001;0
4620088.00;4.7;1.9;75.1;32.0;0.0;0.0;0.0;0.0;78.5;22.2;33485.7;9122.6;7368.8;1987.5;6621.4;1792.7;6498.5;1780.8;39.1;0.301;3338.550000000001;1322.7800000000007;2015.77;1142.83;150.59;803.1700000000001;732.4600000000002;43.7;127.35;338.45;0
4620126.00;7.8;2.1;176.2;52.9;0.0;0.0;0.0;0.0;62.0;20.5;54581.5;17960.8;14235.2;4639.0;10734.2;3559.7;9663.7;3197.4;34.2;0.162;2697.770000000001;1397.3000000000002;1300.47;1121.1799999999998;145.57000000000002;1177.2;103.11999999999999;28.63;86.99;35.08;0
4620382.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.3;17.6;28945.6;9995.3;7721.7;2683.0;5549.3;1899.5;5144.2;1780.8;37.9;0.152;4275.05;2235.2299999999987;2039.8200000000002;1738.2499999999998;189.54999999999998;1203.9;592.1999999999999;52.45;244.72;253.98000000000002;0
4620142.00;43.6;11.3;797.1;166.6;0.0;0.0;0.0;0.0;127.6;27.1;74409.5;9875.7;18862.0;2465.1;15262.9;2031.4;13132.5;1785.2;41.1;0.381;1604.4300000000007;730.11;874.3199999999998;573.9599999999998;59.41;430.37999999999994;356.30999999999995;52.7;55.06;76.61;0
4620258.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.3;22.2;42929.4;15410.0;12002.9;4283.5;8104.9;2896.9;6999.7;2488.3;29.1;0.331;3396.14;1577.8600000000001;1818.2800000000007;1014.0499999999998;26.92;1176.1100000000004;185.83;276.96000000000004;325.32;390.95;0
4620365.00;15.2;3.8;252.7;66.3;0.0;0.0;0.0;0.0;82.7;20.4;61538.8;13421.5;16008.9;3511.6;12143.3;2616.0;11007.8;2414.7;40.5;0.125;2966.6499999999996;1339.6099999999994;1627.0399999999997;1443.3400000000001;312.74;584.26;368.44000000000005;97.99;122.91000000000001;36.97;0
4620214.00;31.4;8.9;487.7;162.9;0.0;0.0;0.0;0.0;119.6;36.6;70599.1;19599.3;17422.7;4695.5;14840.2;4124.3;12750.3;3593.2;36.2;0.263;3303.490000000002;1426.1500000000003;1877.3399999999992;1363.91;279.99;842.6400000000001;528.6899999999999;182.66;66.68;38.92;0
4620196.00;4.4;0.9;97.3;21.1;0.0;0.0;0.0;0.0;80.9;25.1;51875.7;17216.4;14148.7;4815.2;10308.3;3410.3;9001.8;2948.2;38.5;0.248;3505.569999999999;1663.999999999999;1841.5699999999997;1522.8499999999997;111.96000000000001;944.2099999999998;514.6300000000001;103.28;130.67;177.97;0
4620119.00;4.0;0.8;72.2;17.4;0.0;0.0;0.0;0.0;100.3;21.7;62470.0;13327.6;15017.9;3149.0;12496.0;2706.5;11185.9;2406.8;33.0;0.381;6033.269999999997;3075.919999999999;2957.3500000000004;1996.7399999999998;473.14;1760.1700000000008;518.26;228.94;276.08;779.94;0
4620350.00;13.0;2.5;187.6;24.9;0.0;0.0;3.0;0.0;104.3;22.3;79592.5;16326.8;19534.0;4073.7;16084.5;3305.3;13833.9;2659.4;42.0;0.305;2688.0199999999995;1090.1000000000001;1597.9200000000003;873.9499999999998;237.92999999999998;564.01;572.8799999999999;144.5;178.71;116.04;0
4620188.01;8.2;2.5;151.2;39.6;0.0;0.0;0.0;0.0;86.9;24.3;61262.5;16841.0;14981.0;4090.6;12041.3;3297.3;10556.8;2932.3;38.9;0.266;2420.6699999999987;1187.1799999999996;1233.4899999999998;911.3999999999999;262.45000000000005;494.37000000000006;449.75000000000006;39.72;117.22;145.76;0
4620366.00;11.6;3.8;207.6;59.7;0.0;0.0;0.0;0.0;79.2;25.9;60167.6;17845.1;15432.9;4547.5;11861.1;3517.8;10842.9;3243.8;39.9;0.15;2566.290000000001;1066.3200000000002;1499.9700000000003;1056.5900000000004;171.67000000000002;867.8799999999998;348.45000000000005;0;35.95;85.75;0
4620264.02;4.4;0.9;55.6;13.1;0.0;0.0;0.0;0.0;79.0;18.2;31271.4;6262.0;8921.2;2003.9;5774.7;1091.2;5265.1;1012.8;44.4;0.163;4534.390000000001;2040.7000000000007;2493.690000000001;2039.2;162.97;830.0500000000001;1120.3899999999999;25.36;151.82;204.6;0
4620034.00;17.7;4.4;293.7;59.2;0.0;0.0;0.0;0.0;109.6;24.3;68026.1;17112.4;15948.9;3714.3;13655.2;3455.8;12572.5;3298.5;36.6;0.319;1590.7899999999995;805.1699999999998;785.6200000000001;729.7099999999998;116.53999999999999;373.02;252.01;49.28;0;70.23;0
4620269.00;1.1;0.0;16.2;0.0;1.8;0.0;32.9;0.0;99.1;25.2;66776.0;15020.5;18532.0;4035.8;12909.8;2856.5;11245.8;2568.8;40.0;0.304;3806.4900000000025;1896.03;1910.4599999999998;1321.8199999999997;264.40999999999997;1085.1099999999997;704.6300000000001;129.93;109.83999999999999;190.75;0
4620223.01;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;92.1;20.5;43307.3;16669.8;11740.1;4515.7;8214.7;3169.9;7304.1;2793.2;33.0;0.352;2838.309999999999;1480.1000000000006;1358.21;726.79;155.4;706.71;350.42999999999995;138.88;277.64000000000004;482.46;0
4620076.00;14.1;3.7;286.8;70.2;0.0;0.0;0.0;0.0;102.4;23.6;51529.4;11354.7;11080.1;2365.9;10655.8;2375.0;9889.8;2204.1;37.9;0.29;1652.14;854.61;797.53;843.47;77.11;204.75;227.05;66.66;53.769999999999996;179.33;0
4620253.00;2.0;1.1;26.7;15.4;0.0;0.0;0.0;0.0;139.0;32.5;96292.1;20161.2;25041.3;5466.5;18793.2;3855.4;16172.7;3379.4;37.1;0.289;3651.4699999999975;1675.1000000000004;1976.37;1253.6900000000003;278.04999999999995;1127.83;556.75;44.74;118.38000000000002;272.03000000000003;0
4620193.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.2;24.2;71821.2;26633.8;16801.8;6059.6;14661.9;5584.7;12955.7;4722.7;43.4;0.222;2148.7300000000014;1028.3999999999999;1120.3300000000002;720.9899999999999;49.92;494.42;663.5599999999998;34.83;123.47;61.53999999999999;0
4620282.00;0.0;0.0;0.0;0.0;0.5;0.2;12.0;5.2;51.6;15.7;32968.6;9957.7;8701.0;2610.8;6502.1;1966.6;5648.3;1711.9;37.4;0.201;6656.339999999994;3205.6399999999994;3450.700000000001;2331.5499999999993;321.94;1501.979999999999;1265.450000000001;147.2;594.81;493.40999999999997;0
4620151.00;33.4;10.4;604.6;167.9;0.0;0.0;0.0;0.0;139.5;36.5;79400.7;20394.5;20220.8;4876.5;15566.7;4096.0;14112.4;3709.4;37.3;0.196;2198.83;1034.61;1164.2199999999996;1369.2300000000005;46.349999999999994;305.24;233.41999999999996;41.44;120.35999999999999;82.78999999999999;0
4620204.00;20.7;5.3;323.5;90.5;0.0;0.0;0.0;0.0;98.5;24.4;63024.8;14818.5;16360.5;4038.2;12508.9;2934.6;10931.0;2566.5;39.7;0.26;2316.0199999999995;1061.83;1254.19;1130.16;64.24;477.23;366.19;17.52;92.44;168.24;0
4620232.00;26.2;7.5;376.5;108.0;0.9;0.2;24.4;4.1;104.2;31.1;59775.4;19102.5;14399.5;4358.5;12543.4;4108.6;10820.0;3542.8;38.0;0.138;3824.029999999998;1876.1700000000005;1947.8599999999997;1855.2900000000002;212.98;886.1700000000001;474.2999999999999;140.87;154.58999999999997;99.83;0
4620273.00;1.2;0.0;17.3;0.0;0.0;0.0;0.0;0.0;83.0;25.3;49944.8;14240.3;15248.3;4528.4;8931.6;2493.3;7911.9;2224.2;40.0;0.266;5060.699999999999;2081.8;2978.900000000003;1821.2099999999991;138.74;1081.9;1089.4200000000003;157.86999999999998;439.6199999999999;331.94;0
4620218.00;28.2;10.4;432.9;157.7;0.6;0.0;15.6;0.0;115.4;28.3;73366.2;20032.1;18175.4;4855.2;15349.4;4313.6;13228.5;3621.0;39.1;0.334;2622.94;1301.0900000000001;1321.8500000000001;1170.0100000000002;214.48;426.27;438.2199999999999;52.03;72.89;249.04;0
4620219.00;24.7;7.2;383.2;96.8;0.9;0.2;22.8;4.1;101.7;19.8;73123.9;17321.2;18427.3;4506.5;15087.8;3610.0;13107.9;3043.3;37.5;0.352;1220.45;759.4100000000001;461.04;595.5099999999999;76.92;205.56;69.91;105.24000000000001;87.33000000000001;79.97999999999999;0
4620205.00;22.3;6.0;354.3;89.1;0.0;0.0;0.0;0.0;94.9;29.3;57393.1;18307.7;15213.6;4941.6;11360.3;3628.7;10024.3;3200.4;40.0;0.221;3405.429999999998;1834.3999999999994;1571.03;1691.2199999999996;145.84;637.4800000000001;491.8500000000001;84.29;201.91;152.84;0
4620143.00;46.4;11.2;841.8;183.1;0.0;0.0;0.0;0.0;134.8;34.4;74813.8;15829.8;19049.5;4288.9;15389.3;3203.2;13183.9;2709.2;45.9;0.234;2116.7000000000007;1065.66;1051.04;835.4700000000001;125.41;386.33;643.84;26.2;28.04;71.41;0
4620074.00;8.1;3.1;149.3;59.8;0.0;0.0;0.0;0.0;93.5;23.4;52517.4;15749.3;10850.7;3214.8;10990.8;3338.7;10202.4;3055.0;36.1;0.217;3638.12;1833.3099999999995;1804.8099999999995;1359.4399999999998;170.87999999999997;1071.8500000000001;357.99;165.10999999999999;144.1;368.7499999999999;0
4620139.00;43.8;12.6;777.6;218.7;0.0;0.0;0.0;0.0;128.9;31.2;91252.5;23956.2;22828.7;5594.4;18781.1;5132.1;16314.8;4368.7;36.9;0.182;2949.540000000002;1306.2499999999998;1643.29;1637.3100000000002;129.36999999999998;467.34;218.34000000000003;182.58;121.38;193.22000000000003;0
4620167.00;25.1;6.5;412.8;122.2;0.0;0.0;0.0;0.0;92.7;26.9;64516.9;18639.2;17485.0;5120.9;13089.5;3718.5;11176.7;3228.2;31.2;0.219;3224.770000000001;1551.3200000000004;1673.4499999999994;1127.26;351.7199999999999;918.4000000000002;232.84000000000003;67.85;227.33;299.37;0
4620227.00;15.3;6.0;207.1;79.0;0.0;0.0;0.0;0.0;112.7;27.6;51095.4;13526.3;14230.7;3646.0;10239.0;2911.3;8398.2;2179.5;34.0;0.124;2090.0999999999995;1104.94;985.1599999999999;1034.86;90.60000000000001;475.76000000000005;198.15;104.0;124.52000000000001;62.21;0
4620166.00;23.7;3.9;382.0;38.8;1.0;0.0;26.0;0.0;95.9;17.3;73196.2;16513.2;18748.4;4683.1;14872.8;3259.6;13076.4;2806.7;27.2;0.184;363.94000000000005;209.58999999999997;154.35;152.86;0;133.14;0;77.94;0;0;0
4620013.00;3.7;1.4;64.6;26.0;0.0;0.0;0.0;0.0;89.1;28.8;36948.5;10931.1;9160.9;2720.6;7256.4;2143.1;6694.5;1985.3;43.1;0.282;5191.7400000000025;2213.6699999999996;2978.07;2314.819999999999;186.02999999999997;838.5699999999998;1168.5800000000002;98.3;209.22000000000003;376.21999999999997;0
4620138.00;35.3;11.7;609.8;233.4;0.0;0.0;0.0;0.0;105.1;25.2;81154.3;22467.4;20315.8;5478.8;16636.6;4680.4;14519.2;4048.4;38.3;0.172;1664.2299999999998;761.23;902.9999999999999;770.5599999999998;183.91;358.02;191.0;59.74;24.19;76.81;0
4620263.00;0.2;0.0;2.5;0.0;0.0;0.0;0.1;0.0;63.1;21.1;38806.1;10475.9;12316.4;3742.3;6830.6;1735.8;5936.7;1507.9;43.9;0.318;6880.720000000008;3171.7100000000005;3709.0100000000007;2259.2000000000003;170.23999999999998;1419.4199999999998;2069.470000000001;212.86;384.64;364.89000000000004;0
4620189.00;7.0;1.0;146.0;14.0;0.0;0.0;0.0;0.0;76.0;17.0;51950.0;13070.0;12478.0;3253.0;10307.0;2549.0;9048.0;2249.0;28.3;0.0;54.43;23.06;31.37;23.06;0;31.37;0;0;0;0;0
4620403.00;0.0;0.0;0.0;0.0;0.9;0.3;106.1;32.8;55.5;12.4;30451.3;6813.1;7158.8;1586.4;5961.8;1334.3;5433.5;1217.6;38.1;0.104;6105.979999999994;2971.089999999998;3134.8900000000003;2247.43;402.44;1731.4999999999998;922.5500000000002;77.99000000000001;317.19;406.88000000000005;0
4620270.00;4.3;1.5;50.2;21.2;1.0;0.3;8.0;2.8;113.7;32.6;74729.9;20829.5;21261.3;6019.7;14300.1;3940.5;12460.7;3455.6;39.7;0.243;4334.399999999999;2203.83;2130.57;1819.0800000000004;249.08999999999997;857.0400000000002;810.6099999999998;161.17;235.85999999999996;201.55;0
4620195.01;2.1;0.4;56.3;15.6;0.0;0.0;0.0;0.0;89.7;25.0;59384.8;16578.8;15424.0;4454.4;12002.9;3332.7;10461.4;2911.2;46.7;0.273;4397.560000000001;1720.489999999999;2677.0700000000015;1674.3799999999994;158.84;830.8799999999998;1426.9;17.6;154.96;134.0;0
4620185.00;10.4;2.4;192.0;45.0;0.0;0.0;0.0;0.0;92.5;24.2;66140.1;16576.3;16927.3;4053.7;12991.4;3247.5;11233.0;2842.1;43.2;0.31;5078.529999999998;2677.7699999999986;2400.7599999999998;2393.0199999999995;219.17000000000002;755.3300000000002;1087.03;160.44;264.20000000000005;199.33999999999997;0
4620225.00;7.9;1.8;107.4;25.6;0.0;0.0;0.0;0.0;101.0;26.5;56697.5;10396.9;16254.0;3041.1;11105.4;2075.9;9119.2;1622.9;50.8;0.335;1679.1399999999999;810.6400000000001;868.4999999999999;608.5099999999999;60.9;282.03000000000003;643.36;22.0;25.43;36.91;0
4620093.00;2.9;1.3;46.7;20.2;0.0;0.0;0.0;0.0;65.3;14.5;28181.4;5932.6;6014.6;1267.0;5671.1;1150.5;5498.6;1171.7;37.5;0.298;3482.430000000001;1822.5900000000001;1659.84;1597.31;111.91000000000001;883.6700000000002;527.8299999999999;100.89;135.15;125.67;0
4620150.00;30.9;10.9;533.4;182.6;0.0;0.0;0.0;0.0;135.3;38.3;81918.1;22794.5;20497.2;5931.2;16255.4;4512.8;14617.5;3962.8;33.0;0.294;2056.45;1340.9300000000003;715.5200000000001;1117.33;183.27999999999997;423.44999999999993;125.64000000000001;27.64;149.69;29.42;0
4620146.00;44.4;12.8;783.7;238.4;0.0;0.0;0.0;0.0;135.8;32.7;75070.6;16868.6;19304.3;4015.8;14867.2;3359.4;13292.2;3106.0;38.4;0.299;2104.2200000000003;1111.07;993.1500000000001;1083.6599999999999;238.09;428.52;130.64;43.83;0;179.48;0
4620234.00;25.3;7.1;356.7;107.8;0.0;0.0;0.0;0.0;115.3;33.6;54872.9;14348.2;12853.6;3231.5;11518.4;2983.2;9977.0;2710.8;36.5;0.395;2574.2700000000004;1239.4599999999998;1334.8099999999997;1019.8599999999999;104.59;864.9200000000001;336.07;173.05999999999997;52.349999999999994;23.42;0
4620017.00;7.2;2.8;138.3;53.7;0.0;0.0;0.0;0.0;85.4;25.5;42365.6;9046.0;9777.3;2044.7;8497.2;1821.0;7598.7;1708.4;33.1;0.189;2807.8500000000004;1611.6899999999994;1196.16;1341.8099999999997;163.27;584.5999999999999;191.16;47.83;335.07;144.10999999999999;0
4620047.00;30.9;6.2;515.3;121.3;0.0;0.0;0.0;0.0;128.2;36.5;67319.4;19754.4;16874.9;4383.0;13281.3;3957.2;12060.7;3720.5;35.5;0.382;1026.3600000000001;645.7799999999999;380.58000000000004;516.79;93.03999999999999;282.63;79.62;24.64;0;29.64;0
4620268.02;0.0;0.0;0.0;0.0;2.0;0.3;80.5;5.0;67.0;17.8;37418.1;11461.3;9997.1;2940.6;7235.2;2246.9;6475.6;2021.2;38.7;0.177;1905.3799999999997;1107.06;798.3200000000002;528.0699999999999;61.07;567.6100000000001;383.11999999999995;88.33;84.99;192.19;0
4620251.02;6.4;1.8;94.9;23.6;0.0;0.0;0.0;0.0;130.3;39.4;88453.5;29908.4;22197.0;7632.2;17547.3;5927.9;15246.7;5054.6;35.5;0.374;3389.8299999999995;1704.0900000000008;1685.7400000000005;1270.17;210.82999999999998;941.12;353.47;95.68;238.65000000000003;279.91;0
4620207.00;23.5;7.1;357.7;101.5;0.0;0.0;0.0;0.0;109.9;26.7;60433.4;16642.2;15304.0;4274.1;12132.0;3398.3;10839.7;2945.3;35.2;0.251;3847.4299999999994;1866.75;1980.6799999999996;1748.21;189.11;937.96;400.28;254.94000000000003;118.25;198.68;0
4620097.02;3.2;1.3;37.7;18.4;0.4;0.2;35.5;16.9;80.9;25.0;67093.7;23377.1;16756.3;5886.2;13787.9;4824.8;11734.2;4055.9;39.7;0.328;2110.7299999999996;1003.1699999999998;1107.5600000000002;1031.8200000000002;121.46;348.59000000000003;311.13000000000005;37.72;58.86;170.33999999999997;30.81
4620200.00;6.3;1.9;118.7;29.5;0.0;0.0;0.0;0.0;94.7;22.7;79946.0;18160.4;20381.2;4555.7;16310.1;3727.4;13638.1;3102.4;43.9;0.336;4279.82;1864.09;2415.73;1883.8599999999992;245.74;674.8199999999999;1057.5799999999997;115.83;111.38000000000001;190.61;0
4620402.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.7;14.2;30463.9;6028.3;6936.1;1300.6;6024.8;1207.3;5615.0;1148.4;42.2;0.102;904.6300000000001;458.79000000000013;445.84000000000003;419.7800000000001;41.53;248.2;122.51;22.13;0;50.480000000000004;0
4620262.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.3;5.8;25000.5;6460.4;7953.7;1920.2;4418.8;1180.8;3721.4;975.9;34.5;0.319;3369.830000000001;1598.9100000000003;1770.9200000000003;970.62;200.57000000000002;945.3499999999999;549.2900000000001;44.09;346.72999999999996;313.17999999999995;0
4620195.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.5;20.1;58391.3;14513.7;14807.2;3770.7;12086.2;2981.6;10068.3;2499.7;44.1;0.172;3948.940000000002;2021.4100000000003;1927.5299999999993;1680.0799999999997;202.43;765.65;992.0999999999997;0;106.12;202.56;0
4620153.00;25.8;4.8;400.5;101.7;0.0;0.0;0.0;0.0;123.5;39.6;73477.1;28629.2;17960.2;7151.5;14650.1;5699.0;13308.3;5118.7;29.2;0.378;831.5000000000001;312.29;519.2099999999999;290.86;88.05000000000001;288.82;36.24;54.78;48.38;24.37;0
4620221.00;7.2;3.3;111.0;49.1;1.0;0.0;26.0;1.2;83.8;27.8;55182.6;19789.0;13328.9;4631.7;10880.3;3924.0;10166.3;3698.0;35.6;0.302;5489.399999999997;2794.6100000000006;2694.790000000002;1578.2499999999995;328.61;1476.3900000000003;830.3499999999999;193.48000000000002;448.43000000000006;633.8899999999999;0
4620002.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.6;20.1;41498.6;14657.2;9724.4;3422.3;8184.3;2866.0;7738.1;2757.2;40.6;0.188;3095.0000000000005;1636.2800000000004;1458.7199999999993;1478.14;123.09;522.37;642.55;43.61;93.57;107.99;83.67999999999999
4620202.00;14.5;3.4;245.1;49.2;0.0;0.0;0.0;0.0;96.0;23.4;69454.9;18687.7;17740.5;4887.7;13942.8;3753.8;11885.2;3130.0;43.1;0.357;2812.0700000000006;1218.4599999999998;1593.6099999999994;1362.3499999999992;100.61;324.06;619.2399999999999;65.4;119.84;220.57000000000002;0
4620281.00;0.4;0.0;7.1;0.0;0.7;0.0;17.2;0.0;60.2;17.5;47474.8;15725.1;13275.2;4449.1;9157.3;3022.7;7866.3;2556.6;46.7;0.179;3329.6200000000017;1489.7700000000002;1839.8500000000001;1495.8799999999999;105.35;552.2099999999999;918.0400000000001;115.6;73.52;69.02000000000001;0
4620256.00;0.3;0.0;3.9;0.0;0.0;0.0;0.0;0.0;51.1;15.0;33078.4;11373.8;9132.8;3240.2;6213.1;2116.9;5347.7;1771.7;34.0;0.346;3791.6400000000003;2004.2100000000005;1787.4299999999998;1298.2600000000007;182.10000000000002;1270.4899999999996;477.97999999999996;26.65;216.39;319.77;0
4620019.00;9.6;2.8;160.5;54.0;0.0;0.0;0.0;0.0;94.2;33.9;46961.6;18790.5;10804.3;4384.7;9416.2;3767.0;8412.3;3244.8;36.4;0.432;2049.2799999999997;1121.2299999999998;928.0500000000001;1012.3099999999998;84.6;380.04999999999995;286.56000000000006;43.54;72.11;170.11;0
4620121.00;1.7;0.0;34.4;0.0;1.7;0.6;208.8;74.1;66.2;11.9;45969.2;8835.7;10926.3;2068.0;9179.7;1772.2;8136.4;1547.7;37.3;0.166;2280.6599999999994;1050.6400000000003;1230.0199999999998;945.3299999999999;32.57;747.8800000000001;348.92;78.21;52.849999999999994;74.9;0
4620155.00;34.0;8.3;635.6;144.9;0.0;0.0;0.0;0.0;130.3;38.1;66944.3;20845.6;16587.3;5042.0;13075.0;4091.5;12130.6;3834.6;37.7;0.197;1610.6999999999998;657.48;953.22;896.64;0;331.92999999999995;147.11;69.17;54.57;111.27999999999999;0
4620082.00;8.4;1.3;117.7;20.6;0.6;0.0;48.0;0.0;93.8;26.8;65265.1;19352.2;15057.6;4204.2;13275.1;3937.1;11778.7;3686.0;41.2;0.333;1407.39;591.6399999999999;815.7500000000001;553.53;46.8;282.51;292.36;119.21000000000001;0;112.98;0
4620179.00;25.2;5.4;466.1;93.4;0.0;0.0;0.0;0.0;105.8;26.1;58071.2;13645.5;15295.3;3638.2;11248.9;2558.3;10265.0;2399.0;38.0;0.278;3961.899999999999;2160.3999999999987;1801.5;1984.5599999999993;311.69000000000005;699.4399999999997;436.9399999999999;137.57999999999998;164.48999999999998;227.2;0
4620251.01;8.2;1.5;120.1;19.5;0.0;0.0;0.0;0.0;124.7;40.7;77148.5;25330.9;19101.0;6371.0;15304.5;4990.3;13477.1;4331.3;45.3;0.452;2765.8900000000017;960.1100000000002;1805.7800000000009;802.09;115.55999999999999;603.7900000000001;827.5600000000001;121.77999999999999;88.67;206.43999999999997;0
4620171.00;37.5;9.5;676.9;148.9;0.0;0.0;0.0;0.0;123.9;32.7;83756.8;19109.3;21928.6;5167.9;17038.1;4047.9;14661.2;3245.0;41.9;0.378;5148.939999999998;2575.1900000000005;2573.7500000000005;2604.460000000001;243.76;829.3100000000003;856.9399999999999;127.35;140.83;346.2900000000001;0
4620022.00;6.3;2.1;115.6;34.8;0.0;0.0;0.0;0.0;68.1;21.8;35019.2;8344.6;7956.9;1852.1;7042.1;1678.7;6331.7;1583.7;35.3;0.257;1803.8700000000001;828.3499999999999;975.5199999999999;895.6299999999998;70.05000000000001;342.33000000000004;230.9;86.9;69.92999999999999;108.13;0
4620161.00;43.4;11.2;765.3;209.5;0.0;0.0;0.0;0.0;127.3;37.5;91206.3;31195.4;23209.3;7688.8;18749.6;6570.6;16156.8;5565.0;40.1;0.333;1983.8100000000004;914.2300000000001;1069.5800000000002;958.4199999999998;141.88;307.3599999999999;397.59000000000003;61.33;93.78;23.45;0
4620015.00;6.3;2.6;132.2;54.1;0.0;0.0;0.0;0.0;77.4;24.9;34406.2;9671.8;7948.1;2178.5;6884.1;1951.7;6309.1;1828.5;36.3;0.304;3481.169999999998;1965.77;1515.3999999999996;1632.8599999999994;162.93;736.39;295.69;168.82000000000002;172.12;312.35999999999996;0
4620188.02;10.1;2.8;190.6;54.7;0.0;0.0;0.0;0.0;93.4;24.6;65068.4;18715.0;15545.4;4480.9;12928.1;3729.3;11337.5;3261.5;39.1;0.268;3691.9400000000005;1743.1199999999994;1948.8200000000004;1618.06;259.24;615.6900000000002;650.55;91.61;296.14000000000004;160.65;0
